gm_number,weekday,date,tm,opp,w_l,runs_for,runs_against,inn,w_l_2,rank,games_back,win,loss,save,time,day_night,attendance,c_li,streak,orig_scheduled,home_away,extra_innings,games_back2,run_diff,team,double_header_gm,double_header,year
153,Friday,2010-09-24,SEA,TBR,L,3,5,,58-95,4,27.0,Niemann,Vargas,Soriano,2:52,N,17840,0,--,,Away,0,-27,-2,SEA,NA,0,2010
154,Saturday,2010-09-25,SEA,TBR,L,1,9,,58-96,4,28.0,Garza,Fister,,2:25,N,26427,0,---,,Away,0,-28,-8,SEA,NA,0,2010
155,Sunday,2010-09-26,SEA,TBR,W,6,2,,59-96,4,28.0,French,Shields,,2:43,D,22301,0,+,,Away,0,-28,4,SEA,NA,0,2010
156,Monday,2010-09-27,SEA,TEX,W,7,5,,60-96,4,27.0,Pauley,Wilson,League,2:49,N,29381,0,++,,Away,0,-27,2,SEA,NA,0,2010
157,Tuesday,2010-09-28,SEA,TEX,W,3,1,,61-96,4,26.0,Hernandez,Feldman,League,2:39,N,26043,0,+++,,Away,0,-26,2,SEA,NA,0,2010
158,Wednesday,2010-09-29,SEA,TEX,L-wo,5,6,,61-97,4,27.0,Feliz,Cortes,,3:04,D,23052,0,-,,Away,0,-27,-1,SEA,NA,0,2010
159,Thursday,2010-09-30,SEA,OAK,L,1,8,,61-98,4,28.0,Gonzalez,Fister,,2:39,N,16940,0,--,,Home,0,-28,-7,SEA,NA,0,2010
160,Friday,2010-10-01,SEA,OAK,L,0,9,,61-99,4,28.0,Cahill,French,,2:22,N,19656,0,---,,Home,0,-28,-9,SEA,NA,0,2010
161,Saturday,2010-10-02,SEA,OAK,L,3,5,,61-100,4,29.0,Anderson,Pauley,Breslow,2:29,N,17717,0,----,,Home,0,-29,-2,SEA,NA,0,2010
162,Sunday,2010-10-03,SEA,OAK,L,3,4,,61-101,4,29.0,Braden,Varvaro,Breslow,2:53,D,23263,0,-----,,Home,0,-29,-1,SEA,NA,0,2010
1,Friday,2011-04-01,SEA,OAK,W,6,2,,1-0,1,Tied,Hernandez,Breslow,,2:50,N,36067,1.24,+,,Away,0,0,4,SEA,NA,0,2011
2,Saturday,2011-04-02,SEA,OAK,W,5,2,,2-0,1,Tied,Ray,Fuentes,League,2:58,N,15088,1.26,++,,Away,0,0,3,SEA,NA,0,2011
3,Sunday,2011-04-03,SEA,OAK,L,1,7,,2-1,2,1.0,Gonzalez,Fister,,2:44,D,22292,1.32,-,,Away,0,-1,-6,SEA,NA,0,2011
4,Monday,2011-04-04,SEA,TEX,L,4,6,,2-2,2,2.0,Holland,Bedard,Feliz,2:48,N,37618,1.3,--,,Away,0,-2,-2,SEA,NA,0,2011
5,Tuesday,2011-04-05,SEA,TEX,L,2,3,,2-3,2,3.0,Ogando,Pineda,Feliz,2:36,N,30953,1.29,---,,Away,0,-3,-1,SEA,NA,0,2011
6,Wednesday,2011-04-06,SEA,TEX,L,3,7,,2-4,3,4.0,Wilson,Hernandez,,2:36,D,25049,1.23,----,,Away,0,-4,-4,SEA,NA,0,2011
7,Friday,2011-04-08,SEA,CLE,L,3,12,,2-5,3,4.5,Carrasco,Vargas,,3:04,N,45727,0.96,-----,,Home,0,-4.5,-9,SEA,NA,0,2011
8,Saturday,2011-04-09,SEA,CLE,L,1,2,,2-6,4,5.0,Masterson,Fister,Perez,2:44,N,30309,0.96,------,,Home,0,-5,-1,SEA,NA,0,2011
9,Sunday,2011-04-10,SEA,CLE,L,4,6,,2-7,4,6.0,Tomlin,Bedard,Perez,2:48,D,21128,0.88,-------,,Home,0,-6,-2,SEA,NA,0,2011
10,Monday,2011-04-11,SEA,TOR,W-wo,8,7,,3-7,4,6.0,Lueke,Camp,,3:46,N,13056,0.8,+,,Home,0,-6,1,SEA,NA,0,2011
11,Tuesday,2011-04-12,SEA,TOR,W,3,2,,4-7,4,5.0,Pineda,Romero,League,2:19,N,15500,0.87,++,,Home,0,-5,1,SEA,NA,0,2011
12,Wednesday,2011-04-13,SEA,TOR,L,3,8,,4-8,4,5.0,Rzepczynski,Ray,,3:23,D,12407,0.94,-,,Home,0,-5,-5,SEA,NA,0,2011
13,Thursday,2011-04-14,SEA,KCR,L,1,5,8,4-9,4,5.5,Chen,Fister,,1:53,N,8811,0.84,--,,Away,1,-5.5,-4,SEA,NA,0,2011
14,Friday,2011-04-15,SEA,KCR,L,5,6,,4-10,4,6.5,Hochevar,Bedard,Soria,2:55,N,13686,0.86,---,,Away,0,-6.5,-1,SEA,NA,0,2011
15,Saturday,2011-04-16,SEA,KCR,L,0,7,,4-11,4,6.5,O'Sullivan,Hernandez,,2:46,D,22364,0.73,----,,Away,0,-6.5,-7,SEA,NA,0,2011
16,Sunday,2011-04-17,SEA,KCR,W,3,2,,5-11,4,5.5,Pineda,Francis,League,2:46,D,19424,0.66,+,,Away,0,-5.5,1,SEA,NA,0,2011
17,Monday,2011-04-18,SEA,DET,L,3,8,,5-12,4,6.5,Scherzer,Lueke,,3:34,N,12774,0.72,-,,Home,0,-6.5,-5,SEA,NA,0,2011
18,Tuesday,2011-04-19,SEA,DET,W,13,3,,6-12,4,5.5,Fister,Coke,,3:23,N,12411,0.67,+,,Home,0,-5.5,10,SEA,NA,0,2011
19,Wednesday,2011-04-20,SEA,DET,L,2,3,,6-13,4,6.5,Porcello,Bedard,Valverde,2:32,D,13339,0.71,-,,Home,0,-6.5,-1,SEA,NA,0,2011
20,Thursday,2011-04-21,SEA,OAK,W,1,0,,7-13,4,5.5,Hernandez,McCarthy,League,2:17,N,12770,0.75,+,,Home,0,-5.5,1,SEA,NA,0,2011
21,Friday,2011-04-22,SEA,OAK,W,4,0,,8-13,4,5.0,Pineda,Ross,League,3:04,N,17798,0.83,++,,Home,0,-5,4,SEA,NA,0,2011
22,Saturday,2011-04-23,SEA,OAK,L,1,9,,8-14,4,6.0,Cahill,Vargas,,3:06,N,25355,0.91,-,,Home,0,-6,-8,SEA,NA,0,2011
23,Sunday,2011-04-24,SEA,OAK,L,2,5,,8-15,4,7.0,Anderson,Laffey,Fuentes,3:05,D,16530,0.82,--,,Home,0,-7,-3,SEA,NA,0,2011
24,Tuesday,2011-04-26,SEA,DET,W,7,3,,9-15,4,5.5,Hernandez,Coke,,2:42,N,18027,0.68,+,,Away,0,-5.5,4,SEA,NA,0,2011
25,Wednesday,2011-04-27,SEA,DET,W,10,1,,10-15,4,5.5,Bedard,Verlander,,3:01,N,18153,0.73,++,,Away,0,-5.5,9,SEA,NA,0,2011
26,Thursday,2011-04-28,SEA,DET,W,7,2,,11-15,4,4.5,Pineda,Penny,,3:09,D,21176,0.8,+++,,Away,0,-4.5,5,SEA,NA,0,2011
27,Friday,2011-04-29,SEA,BOS,W,5,4,,12-15,4,3.5,Vargas,Jenks,League,3:07,N,37845,0.9,++++,,Away,0,-3.5,1,SEA,NA,0,2011
28,Saturday,2011-04-30,SEA,BOS,W,2,0,,13-15,4,3.5,Fister,Lackey,League,3:05,N,37901,0.87,+++++,,Away,0,-3.5,2,SEA,NA,0,2011
29,Sunday,2011-05-01,SEA,BOS,L-wo,2,3,,13-16,4,3.5,Papelbon,Wright,,2:39,D,37079,0.97,-,,Away,0,-3.5,-1,SEA,NA,0,2011
30,Tuesday,2011-05-03,SEA,TEX,W,4,3,,14-16,4,2.0,Pauley,Strop,League,2:49,N,12759,1.06,+,,Home,0,-2,1,SEA,NA,0,2011
31,Wednesday,2011-05-04,SEA,TEX,L,2,5,,14-17,4,3.0,Wilson,Pineda,,2:32,N,13896,1.2,-,,Home,0,-3,-3,SEA,NA,0,2011
32,Thursday,2011-05-05,SEA,TEX,W,3,1,,15-17,4,3.0,Vargas,Lewis,League,2:26,N,14205,1.11,+,,Home,0,-3,2,SEA,NA,0,2011
33,Friday,2011-05-06,SEA,CHW,W-wo,3,2,,16-17,4,3.0,Hernandez,Thornton,,2:27,N,31912,0.99,++,,Home,0,-3,1,SEA,NA,0,2011
34,Saturday,2011-05-07,SEA,CHW,L,0,6,,16-18,4,3.0,Floyd,Fister,,2:38,N,26288,1.02,-,,Home,0,-3,-6,SEA,NA,0,2011
35,Sunday,2011-05-08,SEA,CHW,L,2,5,10,16-19,4,4.0,Santos,League,,3:09,D,26074,1.01,--,,Home,1,-4,-3,SEA,NA,0,2011
36,Tuesday,2011-05-10,SEA,BAL,L-wo,6,7,13,16-20,4,4.5,Accardo,League,,4:08,N,11485,0.89,---,,Away,1,-4.5,-1,SEA,NA,0,2011
37,Wednesday,2011-05-11,SEA,BAL,L,2,4,,16-21,4,4.5,Tillman,Hernandez,Gregg,2:44,N,11561,0.85,----,,Away,0,-4.5,-2,SEA,NA,0,2011
38,Thursday,2011-05-12,SEA,BAL,L-wo,1,2,12,16-22,4,5.0,Johnson,League,,2:52,N,19082,0.86,-----,,Away,1,-5,-1,SEA,NA,0,2011
39,Friday,2011-05-13,SEA,CLE,L-wo,4,5,,16-23,4,5.0,Sipp,League,,2:24,N,33774,0.72,------,,Away,0,-5,-1,SEA,NA,0,2011
40,Monday,2011-05-16,SEA,MIN,W,5,2,,17-23,4,4.5,Pineda,Baker,,2:31,N,14859,0.68,+,,Home,0,-4.5,3,SEA,NA,0,2011
41,Tuesday,2011-05-17,SEA,MIN,L,1,2,,17-24,4,4.5,Liriano,Hernandez,Capps,2:24,N,16015,0.68,-,,Home,0,-4.5,-1,SEA,NA,0,2011
42,Wednesday,2011-05-18,SEA,LAA,W,3,0,,18-24,4,4.5,Vargas,Weaver,League,2:50,N,16992,0.85,+,,Home,0,-4.5,3,SEA,NA,0,2011
43,Thursday,2011-05-19,SEA,LAA,W-wo,2,1,,19-24,4,3.5,Pauley,Downs,,2:11,D,18374,0.9,++,,Home,0,-3.5,1,SEA,NA,0,2011
44,Friday,2011-05-20,SEA,SDP,W,4,1,,20-24,4,2.5,Bedard,Latos,,2:32,N,26501,0.86,+++,,Away,0,-2.5,3,SEA,NA,0,2011
45,Saturday,2011-05-21,SEA,SDP,W,4,0,,21-24,4,1.5,Pineda,Richard,,2:46,N,34648,0.94,++++,,Away,0,-1.5,4,SEA,NA,0,2011
46,Sunday,2011-05-22,SEA,SDP,W,6,1,,22-24,3,1.5,Hernandez,Stauffer,,2:43,D,34705,1.06,+++++,,Away,0,-1.5,5,SEA,NA,0,2011
47,Monday,2011-05-23,SEA,MIN,W,8,7,10,23-24,3,1.5,Wright,Swarzak,League,3:40,N,37498,1.06,++++++,,Away,1,-1.5,1,SEA,NA,0,2011
48,Tuesday,2011-05-24,SEA,MIN,L,2,4,,23-25,3,1.5,Blackburn,Fister,,2:20,N,37691,1.15,-,,Away,0,-1.5,-2,SEA,NA,0,2011
49,Wednesday,2011-05-25,SEA,MIN,W,3,0,,24-25,3,1.5,Bedard,Duensing,League,2:30,D,38860,1.09,+,,Away,0,-1.5,3,SEA,NA,0,2011
50,Friday,2011-05-27,SEA,NYY,W,4,3,,25-25,3,0.5,Pauley,Ayala,League,3:04,N,33715,1.21,++,,Home,0,-0.5,1,SEA,NA,0,2011
51,Saturday,2011-05-28,SEA,NYY,W-wo,5,4,12,26-25,2,0.5,Pauley,Rivera,,4:18,N,37354,1.22,+++,,Home,1,-0.5,1,SEA,NA,0,2011
52,Sunday,2011-05-29,SEA,NYY,L,1,7,,26-26,3,1.5,Sabathia,Vargas,,2:55,D,37290,1.35,-,,Home,0,-1.5,-6,SEA,NA,0,2011
53,Monday,2011-05-30,SEA,BAL,W,4,3,,27-26,3,1.5,Fister,Arrieta,League,2:46,D,22819,1.15,+,,Home,0,-1.5,1,SEA,NA,0,2011
54,Tuesday,2011-05-31,SEA,BAL,W,3,2,,28-26,2,0.5,Ray,Guthrie,League,2:22,N,11692,1.21,++,,Home,0,-0.5,1,SEA,NA,0,2011
55,Wednesday,2011-06-01,SEA,BAL,L,1,2,,28-27,2,1.5,Johnson,Wright,Gregg,2:33,D,18036,1.29,-,,Home,0,-1.5,-1,SEA,NA,0,2011
56,Thursday,2011-06-02,SEA,TBR,W,8,2,,29-27,2,1.5,Hernandez,Shields,,2:48,N,16376,1.29,+,,Home,0,-1.5,6,SEA,NA,0,2011
57,Friday,2011-06-03,SEA,TBR,W,7,0,,30-27,2,1.5,Vargas,Sonnanstine,,2:21,N,24492,1.28,++,,Home,0,-1.5,7,SEA,NA,0,2011
58,Saturday,2011-06-04,SEA,TBR,L,2,3,,30-28,2,2.5,Hellickson,Fister,Farnsworth,2:36,D,28843,1.39,-,,Home,0,-2.5,-1,SEA,NA,0,2011
59,Sunday,2011-06-05,SEA,TBR,W,9,6,,31-28,2,2.5,Wright,Howell,League,2:55,D,28947,1.35,+,,Home,0,-2.5,3,SEA,NA,0,2011
60,Monday,2011-06-06,SEA,CHW,L,1,3,,31-29,2,2.5,Danks,Pineda,Santos,2:23,N,23847,1.39,-,,Away,0,-2.5,-2,SEA,NA,0,2011
61,Tuesday,2011-06-07,SEA,CHW,L,1,5,,31-30,2,2.5,Humber,Hernandez,,2:25,N,21337,1.33,--,,Away,0,-2.5,-4,SEA,NA,0,2011
62,Wednesday,2011-06-08,SEA,CHW,W,7,4,10,32-30,2,2.5,Laffey,Santos,League,3:06,N,21517,1.27,+,,Away,1,-2.5,3,SEA,NA,0,2011
63,Thursday,2011-06-09,SEA,DET,L,1,4,,32-31,2,2.5,Verlander,Fister,Valverde,2:17,N,22090,1.4,-,,Away,0,-2.5,-3,SEA,NA,0,2011
64,Friday,2011-06-10,SEA,DET,W,3,2,,33-31,2,2.5,Ray,Penny,League,2:53,N,30511,1.36,+,,Away,0,-2.5,1,SEA,NA,0,2011
65,Saturday,2011-06-11,SEA,DET,L,1,8,,33-32,2,2.5,Scherzer,Pineda,,2:23,N,38398,1.37,-,,Away,0,-2.5,-7,SEA,NA,0,2011
66,Sunday,2011-06-12,SEA,DET,W,7,3,,34-32,2,1.5,Hernandez,Porcello,,2:53,D,31572,1.36,+,,Away,0,-1.5,4,SEA,NA,0,2011
67,Monday,2011-06-13,SEA,LAA,L,3,6,,34-33,2,2.0,Haren,Vargas,Walden,2:46,N,20238,1.58,-,,Home,0,-2,-3,SEA,NA,0,2011
68,Tuesday,2011-06-14,SEA,LAA,L,0,4,,34-34,2,2.0,Weaver,Fister,,2:22,N,17634,1.5,--,,Home,0,-2,-4,SEA,NA,0,2011
69,Wednesday,2011-06-15,SEA,LAA,W,3,1,,35-34,2,1.0,Bedard,Santana,League,2:47,N,19321,1.57,+,,Home,0,-1,2,SEA,NA,0,2011
70,Friday,2011-06-17,SEA,PHI,W,4,2,,36-34,2,0.5,Pineda,Oswalt,League,2:26,N,34345,1.29,++,,Home,0,-0.5,2,SEA,NA,0,2011
71,Saturday,2011-06-18,SEA,PHI,L,1,5,,36-35,2,1.5,Stutes,Hernandez,,3:09,N,35829,1.36,-,,Home,0,-1.5,-4,SEA,NA,0,2011
72,Sunday,2011-06-19,SEA,PHI,W,2,0,,37-35,2,0.5,Vargas,Hamels,,2:20,D,45462,1.27,+,,Home,0,-0.5,2,SEA,NA,0,2011
73,Tuesday,2011-06-21,SEA,WSN,L-wo,5,6,,37-36,2,2.0,Coffey,Pauley,,2:57,N,21502,1.32,-,,Away,0,-2,-1,SEA,NA,0,2011
74,Wednesday,2011-06-22,SEA,WSN,L,1,2,,37-37,2,2.0,Lannan,Bedard,Storen,2:41,N,21367,1.22,--,,Away,0,-2,-1,SEA,NA,0,2011
75,Thursday,2011-06-23,SEA,WSN,L-wo,0,1,,37-38,2,2.5,Clippard,Ray,,2:35,D,21161,1.21,---,,Away,0,-2.5,-1,SEA,NA,0,2011
76,Friday,2011-06-24,SEA,FLA,W,5,1,,38-38,2,2.5,Hernandez,Nolasco,,2:39,N,15279,1.12,+,2011-06-24 (Concert preparations; Played at SEA; FLO home team),Home,0,-2.5,4,SEA,NA,0,2011
77,Saturday,2011-06-25,SEA,FLA,L,2,4,,38-39,3,2.5,Volstad,Vargas,Oviedo,2:08,N,16896,1.13,-,2011-06-25 (Concert preparations; Played at SEA; FLO home team),Home,0,-2.5,-2,SEA,NA,0,2011
78,Sunday,2011-06-26,SEA,FLA,W,2,1,10,39-39,2,1.5,Pauley,Choate,League,3:10,N,10925,1.07,+,2011-06-26 (Concert preparations; Played at SEA; FLO home team),Home,1,-1.5,1,SEA,NA,0,2011
79,Monday,2011-06-27,SEA,ATL,L,1,3,,39-40,3,2.0,Beachy,Bedard,Kimbrel,2:38,N,26467,1.23,-,,Home,0,-2,-2,SEA,NA,0,2011
80,Tuesday,2011-06-28,SEA,ATL,L,4,5,,39-41,3,3.0,Hanson,Pineda,Kimbrel,3:04,N,21769,1.12,--,,Home,0,-3,-1,SEA,NA,0,2011
81,Wednesday,2011-06-29,SEA,ATL,L,3,5,,39-42,3,4.0,Lowe,Hernandez,Kimbrel,2:35,D,30472,0.99,---,,Home,0,-4,-2,SEA,NA,0,2011
82,Friday,2011-07-01,SEA,SDP,W,6,0,,40-42,3,3.5,Vargas,Moseley,,2:25,N,23616,0.88,+,,Home,0,-3.5,6,SEA,NA,0,2011
83,Saturday,2011-07-02,SEA,SDP,L,0,1,,40-43,3,3.5,Luebke,Fister,Bell,2:09,N,22798,0.95,-,,Home,0,-3.5,-1,SEA,NA,0,2011
84,Sunday,2011-07-03,SEA,SDP,W,3,1,,41-43,3,2.5,Beavan,Latos,League,2:20,D,28001,0.87,+,,Home,0,-2.5,2,SEA,NA,0,2011
85,Monday,2011-07-04,SEA,OAK,W,2,1,,42-43,3,2.5,Pineda,McCarthy,League,2:29,D,15566,1.1,++,,Away,0,-2.5,1,SEA,NA,0,2011
86,Tuesday,2011-07-05,SEA,OAK,W,4,2,10,43-43,3,2.5,League,Bailey,Wright,2:48,N,11153,1.1,+++,,Away,1,-2.5,2,SEA,NA,0,2011
87,Wednesday,2011-07-06,SEA,OAK,L,0,2,,43-44,3,3.5,Moscoso,Vargas,Bailey,2:12,D,19491,1.11,-,,Away,0,-3.5,-2,SEA,NA,0,2011
88,Thursday,2011-07-07,SEA,LAA,L,1,5,,43-45,3,4.5,Weaver,Fister,,2:27,N,41223,1.34,--,,Away,0,-4.5,-4,SEA,NA,0,2011
89,Friday,2011-07-08,SEA,LAA,L-wo,3,4,,43-46,3,5.5,Walden,Pauley,,2:37,N,40161,1.19,---,,Away,0,-5.5,-1,SEA,NA,0,2011
90,Saturday,2011-07-09,SEA,LAA,L,3,9,,43-47,3,6.5,Pineiro,Pineda,,2:44,N,44111,1,----,,Away,0,-6.5,-6,SEA,NA,0,2011
91,Sunday,2011-07-10,SEA,LAA,L,2,4,,43-48,3,7.5,Haren,Pauley,Walden,2:34,D,39505,0.88,-----,,Away,0,-7.5,-2,SEA,NA,0,2011
92,Thursday,2011-07-14,SEA,TEX,L,0,5,,43-49,3,8.5,Holland,Vargas,,2:21,N,25997,0.63,------,,Home,0,-8.5,-5,SEA,NA,0,2011
93,Friday,2011-07-15,SEA,TEX,L,0,4,,43-50,3,9.5,Lewis,Fister,Feliz,2:17,N,30551,0.51,-------,,Home,0,-9.5,-4,SEA,NA,0,2011
94,Saturday,2011-07-16,SEA,TEX,L,1,5,,43-51,3,10.5,Wilson,Hernandez,,2:55,N,30896,0.38,--------,,Home,0,-10.5,-4,SEA,NA,0,2011
95,Sunday,2011-07-17,SEA,TEX,L,1,3,,43-52,3,11.5,Harrison,Beavan,Feliz,2:31,D,30335,0.3,---------,,Home,0,-11.5,-2,SEA,NA,0,2011
96,Tuesday,2011-07-19,SEA,TOR,L-wo,5,6,14,43-53,3,12.5,Janssen,Wright,,4:21,N,15957,0.15,----------,,Away,1,-12.5,-1,SEA,NA,0,2011
97,Wednesday,2011-07-20,SEA,TOR,L,6,11,,43-54,3,12.5,Morrow,Vargas,,2:42,N,18093,0.11,-----------,,Away,0,-12.5,-5,SEA,NA,0,2011
98,Thursday,2011-07-21,SEA,TOR,L,5,7,,43-55,3,12.5,Rauch,Pauley,,2:37,D,23146,0.1,------------,,Away,0,-12.5,-2,SEA,NA,0,2011
99,Friday,2011-07-22,SEA,BOS,L,4,7,,43-56,3,13.5,Lackey,Hernandez,Papelbon,2:53,N,38048,0.07,-------------,,Away,0,-13.5,-3,SEA,NA,0,2011
100,Saturday,2011-07-23,SEA,BOS,L,1,3,,43-57,4,14.5,Beckett,Beavan,Papelbon,3:15,N,38115,0.05,--------------,,Away,0,-14.5,-2,SEA,NA,0,2011
101,Sunday,2011-07-24,SEA,BOS,L,8,12,,43-58,4,14.5,Wakefield,Pineda,,3:01,D,37650,0.04,---------------,,Away,0,-14.5,-4,SEA,NA,0,2011
102,Monday,2011-07-25,SEA,NYY,L,3,10,,43-59,4,15.5,Garcia,Vargas,,2:36,N,44365,0.02,----------------,,Away,0,-15.5,-7,SEA,NA,0,2011
103,Tuesday,2011-07-26,SEA,NYY,L,1,4,,43-60,4,15.5,Sabathia,Fister,Rivera,2:27,N,46132,0.02,-----------------,,Away,0,-15.5,-3,SEA,NA,0,2011
104,Wednesday,2011-07-27,SEA,NYY,W,9,2,,44-60,4,14.5,Hernandez,Hughes,,3:02,D,47090,0.02,+,,Away,0,-14.5,7,SEA,NA,0,2011
105,Friday,2011-07-29,SEA,TBR,L,0,8,,44-61,4,15.0,Niemann,Bedard,,2:59,N,26570,0.01,-,,Home,0,-15,-8,SEA,NA,0,2011
106,Saturday,2011-07-30,SEA,TBR,W,3,2,,45-61,4,15.0,Pineda,Cobb,League,2:24,D,24985,0.02,+,,Home,0,-15,1,SEA,NA,0,2011
107,Sunday,2011-07-31,SEA,TBR,L,1,8,,45-62,4,15.0,Hellickson,Vargas,,3:03,D,20382,0.01,-,,Home,0,-15,-7,SEA,NA,0,2011
108,Monday,2011-08-01,SEA,OAK,W,8,4,,46-62,4,14.5,Beavan,Cahill,,3:04,N,23335,0.01,+,,Home,0,-14.5,4,SEA,NA,0,2011
109,Tuesday,2011-08-02,SEA,OAK,W,4,2,,47-62,4,13.5,Hernandez,Harden,League,2:52,N,22576,0.01,++,,Home,0,-13.5,2,SEA,NA,0,2011
110,Wednesday,2011-08-03,SEA,OAK,W,7,4,,48-62,4,12.5,Furbush,Gonzalez,League,2:58,D,29691,0.01,+++,,Home,0,-12.5,3,SEA,NA,0,2011
111,Friday,2011-08-05,SEA,LAA,L-wo,0,1,10,48-63,4,14.0,Walden,Cortes,,3:03,N,38727,0.03,-,,Away,1,-14,-1,SEA,NA,0,2011
112,Saturday,2011-08-06,SEA,LAA,W,5,1,,49-63,4,13.0,Beavan,Chatwood,,2:33,N,42017,0.01,+,,Away,0,-13,4,SEA,NA,0,2011
113,Sunday,2011-08-07,SEA,LAA,L,1,2,,49-64,4,14.0,Santana,Hernandez,Walden,2:07,D,38823,0.03,-,,Away,0,-14,-1,SEA,NA,0,2011
114,Monday,2011-08-08,SEA,TEX,L,2,9,,49-65,4,15.0,Harrison,Furbush,,2:42,N,27771,0.02,--,,Away,0,-15,-7,SEA,NA,0,2011
115,Tuesday,2011-08-09,SEA,TEX,L-wo,6,7,,49-66,4,16.0,Feliz,Gray,,3:12,N,25214,0.01,---,,Away,0,-16,-1,SEA,NA,0,2011
116,Wednesday,2011-08-10,SEA,TEX,W,4,3,,50-66,4,15.0,Vargas,Uehara,League,3:09,N,30087,0,+,,Away,0,-15,1,SEA,NA,0,2011
117,Friday,2011-08-12,SEA,BOS,L,4,6,,50-67,4,16.0,Lackey,Beavan,Papelbon,3:08,N,40682,0.01,-,,Home,0,-16,-2,SEA,NA,0,2011
118,Saturday,2011-08-13,SEA,BOS,W,5,4,,51-67,4,16.0,Hernandez,Beckett,League,3:03,N,41326,0,+,,Home,0,-16,1,SEA,NA,0,2011
119,Sunday,2011-08-14,SEA,BOS,W,5,3,,52-67,4,16.0,Furbush,Wakefield,League,2:14,D,43777,0,++,,Home,0,-16,2,SEA,NA,0,2011
120,Monday,2011-08-15,SEA,TOR,W,6,5,,53-67,3,16.0,Wilhelmsen,Rauch,League,2:43,N,28530,0,+++,,Home,0,-16,1,SEA,NA,0,2011
121,Tuesday,2011-08-16,SEA,TOR,L,7,13,,53-68,4,17.0,Perez,Vargas,,3:18,N,23089,0,-,,Home,0,-17,-6,SEA,NA,0,2011
122,Wednesday,2011-08-17,SEA,TOR,L,1,5,,53-69,4,18.0,Morrow,Beavan,,2:45,N,26579,0,--,,Home,0,-18,-4,SEA,NA,0,2011
123,Friday,2011-08-19,SEA,TBR,L,2,3,,53-70,4,18.5,Cruz,Hernandez,Farnsworth,2:31,N,14884,0,---,,Away,0,-18.5,-1,SEA,NA,0,2011
124,Saturday,2011-08-20,SEA,TBR,L,0,8,,53-71,4,18.5,Hellickson,Furbush,,3:07,N,20148,0,----,,Away,0,-18.5,-8,SEA,NA,0,2011
125,Sunday,2011-08-21,SEA,TBR,L-wo,7,8,,53-72,4,18.5,Farnsworth,Cortes,,3:02,D,17226,0,-----,,Away,0,-18.5,-1,SEA,NA,0,2011
126,Monday,2011-08-22,SEA,CLE,W,3,2,,54-72,4,18.5,Ruffin,Perez,League,3:02,N,21582,0,+,,Away,0,-18.5,1,SEA,NA,0,2011
127,Tuesday,2011-08-23,SEA,CLE,L-wo,5,7,,54-73,4,18.0,Perez,League,,2:50,D,22805,0,-,2011-05-14 (Rain),Away,0,-18,-2,SEA,1,1,2011
128,Tuesday,2011-08-23,SEA,CLE,W,12,7,,55-73,4,18.0,Vasquez,McAllister,Gray,3:15,N,22590,0,+,,Away,0,-18,5,SEA,2,1,2011
129,Wednesday,2011-08-24,SEA,CLE,W,9,2,,56-73,4,17.0,Hernandez,Tomlin,,3:17,D,16037,0,++,,Away,0,-17,7,SEA,NA,0,2011
130,Friday,2011-08-26,SEA,CHW,L,2,4,,56-74,4,17.5,Peavy,Furbush,Sale,3:06,N,28621,0,-,,Home,0,-17.5,-2,SEA,NA,0,2011
131,Saturday,2011-08-27,SEA,CHW,L,0,3,,56-75,4,17.5,Danks,Pineda,,2:09,N,30522,0,--,,Home,0,-17.5,-3,SEA,NA,0,2011
132,Sunday,2011-08-28,SEA,CHW,L,3,9,,56-76,4,18.5,Floyd,Vargas,,2:45,D,25630,0,---,,Home,0,-18.5,-6,SEA,NA,0,2011
133,Monday,2011-08-29,SEA,LAA,W,5,3,,57-76,4,18.0,Wilhelmsen,Takahashi,League,2:40,N,16990,0,+,,Home,0,-18,2,SEA,NA,0,2011
134,Tuesday,2011-08-30,SEA,LAA,L,6,13,,57-77,4,19.0,Williams,Vasquez,,2:54,N,15536,0,-,,Home,0,-19,-7,SEA,NA,0,2011
135,Wednesday,2011-08-31,SEA,LAA,W,2,1,,58-77,4,18.0,Hernandez,Haren,,2:15,N,18520,0,+,,Home,0,-18,1,SEA,NA,0,2011
136,Thursday,2011-09-01,SEA,LAA,L,3,4,,58-78,4,19.0,Santana,Furbush,Walden,2:42,N,19453,0,-,,Home,0,-19,-1,SEA,NA,0,2011
137,Friday,2011-09-02,SEA,OAK,L,2,9,,58-79,4,20.0,Moscoso,Vargas,,2:53,N,14972,0,--,,Away,0,-20,-7,SEA,NA,0,2011
138,Saturday,2011-09-03,SEA,OAK,L,0,3,,58-80,4,20.0,McCarthy,Pineda,,2:23,D,19732,0,---,,Away,0,-20,-3,SEA,NA,0,2011
139,Sunday,2011-09-04,SEA,OAK,L,5,8,,58-81,4,21.0,Cahill,Beavan,Bailey,3:04,D,19384,0,----,,Away,0,-21,-3,SEA,NA,0,2011
140,Monday,2011-09-05,SEA,LAA,L,3,7,,58-82,4,21.0,Haren,Vasquez,,2:23,N,35497,0,-----,,Away,0,-21,-4,SEA,NA,0,2011
141,Tuesday,2011-09-06,SEA,LAA,W,2,1,,59-82,4,21.0,Hernandez,Santana,League,2:48,N,36533,0,+,,Away,0,-21,1,SEA,NA,0,2011
