gm_number,opp,win_lose,r,ra,inn,walkoff,forfeit,extra_innings,won_prev_game,team,season,series,series_gm_number,series_wins,series_tot_gms,series_per,series_won
74,MIN,L,1,7,0,0,0,0,1,NYY,2016,12,7,5,7,0.7142857142857143,1
75,TEX,L,6,9,0,0,0,0,0,NYY,2016,19,4,1,7,0.25,1
76,TEX,L,1,7,0,0,0,0,0,NYY,2016,19,5,1,7,0.2,1
77,TEX,W,9,7,0,1,0,0,0,NYY,2016,19,6,2,7,0.3333333333333333,1
78,TEX,W,2,1,0,1,0,0,1,NYY,2016,19,7,3,7,0.42857142857142855,1
79,SDP,L,6,7,0,0,0,0,1,NYY,2016,15,1,0,3,0,0
80,SDP,L,1,2,0,1,0,0,0,NYY,2016,15,2,0,3,0,0
81,SDP,W,6,3,0,0,0,0,0,NYY,2016,15,3,1,3,0.3333333333333333,0
82,CHW,L,2,8,0,0,0,0,1,NYY,2016,4,4,2,6,0.5,1
83,CHW,W,9,0,0,0,0,0,0,NYY,2016,4,5,3,6,0.6,1
84,CHW,L,0,5,0,0,0,0,1,NYY,2016,4,6,3,6,0.5,1
85,CLE,W,5,4,0,0,0,0,0,NYY,2016,5,1,1,7,1,1
86,CLE,L,2,10,0,0,0,0,1,NYY,2016,5,2,1,7,0.5,1
87,CLE,W,7,6,11,0,0,1,0,NYY,2016,5,3,2,7,0.6666666666666666,1
88,CLE,W,11,7,0,0,0,0,1,NYY,2016,5,4,3,7,0.75,1
89,BOS,L,3,5,0,0,0,0,1,NYY,2016,3,7,2,19,0.2857142857142857,0
90,BOS,L,2,5,0,0,0,0,0,NYY,2016,3,8,2,19,0.25,0
91,BOS,W,3,1,0,0,0,0,0,NYY,2016,3,9,3,19,0.3333333333333333,0
92,BAL,W,2,1,0,0,0,0,1,NYY,2016,2,7,3,19,0.42857142857142855,1
93,BAL,W,7,1,0,0,0,0,1,NYY,2016,2,8,4,19,0.5,1
94,BAL,W,5,0,0,0,0,0,1,NYY,2016,2,9,5,19,0.5555555555555556,1
95,BAL,L,1,4,0,0,0,0,1,NYY,2016,2,10,5,19,0.5,1
96,SFG,W,3,2,0,0,0,0,0,NYY,2016,17,1,1,3,1,1
97,SFG,L,1,2,12,0,0,1,1,NYY,2016,17,2,1,3,0.5,1
98,SFG,W,5,2,0,0,0,0,0,NYY,2016,17,3,2,3,0.6666666666666666,1
99,HOU,W,2,1,0,0,0,0,1,NYY,2016,8,4,3,6,0.75,1
100,HOU,W,6,3,0,0,0,0,1,NYY,2016,8,5,4,6,0.8,1
101,HOU,L,1,4,0,0,0,0,1,NYY,2016,8,6,4,6,0.6666666666666666,1
102,TBR,L,1,5,0,0,0,0,0,NYY,2016,18,7,4,19,0.5714285714285714,1
103,TBR,L,3,6,0,0,0,0,0,NYY,2016,18,8,4,19,0.5,1
104,TBR,L,3,5,0,0,0,0,0,NYY,2016,18,9,4,19,0.4444444444444444,1
105,NYM,W,6,5,10,0,0,1,0,NYY,2016,13,1,1,4,1,1
106,NYM,L,1,7,0,0,0,0,1,NYY,2016,13,2,1,4,0.5,1
107,NYM,W,9,5,0,0,0,0,0,NYY,2016,13,3,2,4,0.6666666666666666,1
108,NYM,L,1,4,0,0,0,0,1,NYY,2016,13,4,2,4,0.5,1
109,CLE,W,13,7,0,0,0,0,0,NYY,2016,5,5,4,7,0.8,1
110,CLE,L,2,5,0,0,0,0,1,NYY,2016,5,6,4,7,0.6666666666666666,1
111,CLE,W,3,2,0,0,0,0,0,NYY,2016,5,7,5,7,0.7142857142857143,1
112,BOS,L,3,5,0,0,0,0,1,NYY,2016,3,10,3,19,0.3,0
113,BOS,W,9,4,0,0,0,0,0,NYY,2016,3,11,4,19,0.36363636363636365,0
114,BOS,W,4,2,0,0,0,0,1,NYY,2016,3,12,5,19,0.4166666666666667,0
115,TBR,W,6,3,0,0,0,0,1,NYY,2016,18,10,5,19,0.5,1
116,TBR,W,8,4,0,0,0,0,1,NYY,2016,18,11,6,19,0.5454545454545454,1
117,TBR,L,3,12,0,0,0,0,1,NYY,2016,18,12,6,19,0.5,1
118,TOR,W,1,0,0,0,0,0,0,NYY,2016,20,10,3,19,0.3,1
119,TOR,L,6,12,0,0,0,0,1,NYY,2016,20,11,3,19,0.2727272727272727,1
120,TOR,L,4,7,0,0,0,0,0,NYY,2016,20,12,3,19,0.25,1
121,LAA,W,7,0,0,0,0,0,0,NYY,2016,10,5,5,7,1,1
122,LAA,W,5,1,0,0,0,0,1,NYY,2016,10,6,6,7,1,1
123,LAA,L,0,2,0,0,0,0,1,NYY,2016,10,7,6,7,0.8571428571428571,1
124,SEA,L,5,7,0,0,0,0,0,NYY,2016,16,4,1,6,0.25,0
125,SEA,W,5,1,0,0,0,0,0,NYY,2016,16,5,2,6,0.4,0
126,SEA,W,5,0,0,0,0,0,1,NYY,2016,16,6,3,6,0.5,0
127,BAL,W,14,4,0,0,0,0,1,NYY,2016,2,11,6,19,0.5454545454545454,1
128,BAL,W,13,5,0,0,0,0,1,NYY,2016,2,12,7,19,0.5833333333333334,1
129,BAL,L,0,5,0,0,0,0,1,NYY,2016,2,13,7,19,0.5384615384615384,1
130,KCR,L,5,8,0,0,0,0,0,NYY,2016,9,5,3,7,0.6,1
131,KCR,W,5,4,10,0,0,1,0,NYY,2016,9,6,4,7,0.6666666666666666,1
132,KCR,W,5,4,13,0,0,1,1,NYY,2016,9,7,5,7,0.7142857142857143,1
133,BAL,L,0,8,0,0,0,0,1,NYY,2016,2,14,7,19,0.5,1
134,BAL,L,0,2,0,0,0,0,0,NYY,2016,2,15,7,19,0.4666666666666667,1
135,BAL,W,5,2,0,0,0,0,0,NYY,2016,2,16,8,19,0.5,1
136,TOR,W,5,3,0,0,0,0,1,NYY,2016,20,13,4,19,0.3076923076923077,1
137,TOR,W,7,6,0,0,0,0,1,NYY,2016,20,14,5,19,0.35714285714285715,1
138,TOR,W,2,0,0,0,0,0,1,NYY,2016,20,15,6,19,0.4,1
139,TBR,W,5,4,0,1,0,0,1,NYY,2016,18,13,7,19,0.5384615384615384,1
140,TBR,W,7,5,0,0,0,0,1,NYY,2016,18,14,8,19,0.5714285714285714,1
141,TBR,W,5,1,0,0,0,0,1,NYY,2016,18,15,9,19,0.6,1
142,TBR,L,2,4,0,0,0,0,1,NYY,2016,18,16,9,19,0.5625,1
143,LAD,L,2,8,0,0,0,0,0,NYY,2016,11,1,0,3,0,0
144,LAD,W,3,0,0,0,0,0,0,NYY,2016,11,2,1,3,0.5,0
145,LAD,L,0,2,0,0,0,0,1,NYY,2016,11,3,1,3,0.3333333333333333,0
146,BOS,L,5,7,0,1,0,0,0,NYY,2016,3,13,5,19,0.38461538461538464,0
147,BOS,L,4,7,0,0,0,0,0,NYY,2016,3,14,5,19,0.35714285714285715,0
148,BOS,L,5,6,0,0,0,0,0,NYY,2016,3,15,5,19,0.3333333333333333,0
149,BOS,L,4,5,0,0,0,0,0,NYY,2016,3,16,5,19,0.3125,0
150,TBR,W,5,3,0,0,0,0,0,NYY,2016,18,17,10,19,0.5882352941176471,1
151,TBR,W,11,5,0,0,0,0,1,NYY,2016,18,18,11,19,0.6111111111111112,1
152,TBR,L,0,2,0,0,0,0,1,NYY,2016,18,19,11,19,0.5789473684210527,1
153,TOR,L,0,9,0,0,0,0,0,NYY,2016,20,16,6,19,0.375,1
154,TOR,L,0,3,0,0,0,0,0,NYY,2016,20,17,6,19,0.35294117647058826,1
155,TOR,L,3,4,0,1,0,0,0,NYY,2016,20,18,6,19,0.3333333333333333,1
156,TOR,W,7,5,0,0,0,0,0,NYY,2016,20,19,7,19,0.3684210526315789,1
157,BOS,W,6,4,0,0,0,0,1,NYY,2016,3,17,6,19,0.35294117647058826,0
158,BOS,W,5,3,0,1,0,0,1,NYY,2016,3,18,7,19,0.3888888888888889,0
159,BOS,W,5,1,0,0,0,0,1,NYY,2016,3,19,8,19,0.42105263157894735,0
160,BAL,L,1,8,0,0,0,0,1,NYY,2016,2,17,8,19,0.47058823529411764,1
161,BAL,W,7,3,0,0,0,0,0,NYY,2016,2,18,9,19,0.5,1
162,BAL,L,2,5,0,0,0,0,1,NYY,2016,2,19,9,19,0.47368421052631576,1
1,TBR,L,3,7,0,0,0,0,0,NYY,2017,18,1,0,19,0,1
2,TBR,W,5,0,0,0,0,0,0,NYY,2017,18,2,1,19,0.5,1
3,TBR,L,1,4,0,0,0,0,1,NYY,2017,18,3,1,19,0.3333333333333333,1
4,BAL,L,5,6,0,0,0,0,0,NYY,2017,1,1,0,19,0,1
5,BAL,L,4,5,0,0,0,0,0,NYY,2017,1,2,0,19,0,1
6,BAL,W,7,3,0,0,0,0,0,NYY,2017,1,3,1,19,0.3333333333333333,1
7,TBR,W,8,1,0,0,0,0,1,NYY,2017,18,4,2,19,0.5,1
8,TBR,W,8,4,0,0,0,0,1,NYY,2017,18,5,3,19,0.6,1
9,TBR,W,3,2,0,0,0,0,1,NYY,2017,18,6,4,19,0.6666666666666666,1
10,STL,W,4,3,0,0,0,0,1,NYY,2017,17,1,1,3,1,1
11,STL,W,3,2,0,0,0,0,1,NYY,2017,17,2,2,3,1,1
12,STL,W,9,3,0,0,0,0,1,NYY,2017,17,3,3,3,1,1
13,CHW,W,7,4,0,0,0,0,1,NYY,2017,4,1,1,7,1,1
14,CHW,L,1,4,0,0,0,0,1,NYY,2017,4,2,1,7,0.5,1
15,CHW,W,9,1,0,0,0,0,0,NYY,2017,4,3,2,7,0.6666666666666666,1
16,PIT,L,3,6,0,0,0,0,1,NYY,2017,15,1,0,3,0,0
17,PIT,W,11,5,0,0,0,0,0,NYY,2017,15,2,1,3,0.5,0
18,PIT,L,1,2,0,0,0,0,1,NYY,2017,15,3,1,3,0.3333333333333333,0
19,BOS,W,3,1,0,0,0,0,0,NYY,2017,2,1,1,19,1,1
20,BOS,W,3,0,0,0,0,0,1,NYY,2017,2,2,2,19,1,1
21,BAL,W,14,11,10,1,0,1,1,NYY,2017,1,4,2,19,0.5,1
22,BAL,W,12,4,0,0,0,0,1,NYY,2017,1,5,3,19,0.6,1
23,BAL,L,4,7,11,0,0,1,1,NYY,2017,1,6,3,19,0.5,1
24,TOR,L,1,7,0,0,0,0,0,NYY,2017,20,1,0,19,0,1
25,TOR,W,11,5,0,0,0,0,0,NYY,2017,20,2,1,19,0.5,1
26,TOR,W,8,6,0,0,0,0,1,NYY,2017,20,3,2,19,0.6666666666666666,1
27,CHC,W,3,2,0,0,0,0,1,NYY,2017,3,1,1,3,1,1
28,CHC,W,11,6,0,0,0,0,1,NYY,2017,3,2,2,3,1,1
29,CHC,W,5,4,18,0,0,1,1,NYY,2017,3,3,3,3,1,1
30,CIN,W,10,4,0,0,0,0,1,NYY,2017,5,1,1,4,1,1
31,CIN,L,3,5,0,0,0,0,1,NYY,2017,5,2,1,4,0.5,1
32,HOU,L,2,3,0,0,0,0,0,NYY,2017,8,1,0,7,0,0
33,HOU,L,1,5,0,0,0,0,0,NYY,2017,8,2,0,7,0,0
34,HOU,W,11,6,0,0,0,0,0,NYY,2017,8,3,1,7,0.3333333333333333,0
35,HOU,L,7,10,0,0,0,0,1,NYY,2017,8,4,1,7,0.25,0
36,KCR,W,7,1,0,0,0,0,0,NYY,2017,9,1,1,7,1,1
37,KCR,W,11,7,0,0,0,0,1,NYY,2017,9,2,2,7,1,1
38,KCR,L,1,5,0,0,0,0,1,NYY,2017,9,3,2,7,0.6666666666666666,1
39,TBR,L,4,5,0,0,0,0,0,NYY,2017,18,7,4,19,0.5714285714285714,1
40,TBR,L,5,9,0,0,0,0,0,NYY,2017,18,8,4,19,0.5,1
41,TBR,W,3,2,0,0,0,0,0,NYY,2017,18,9,5,19,0.5555555555555556,1
42,KCR,W,4,2,0,0,0,0,1,NYY,2017,9,4,3,7,0.75,1
43,KCR,L,2,6,0,0,0,0,1,NYY,2017,9,5,3,7,0.6,1
44,KCR,W,3,0,0,0,0,0,0,NYY,2017,9,6,4,7,0.6666666666666666,1
45,OAK,L,1,4,0,0,0,0,1,NYY,2017,14,1,0,7,0,1
46,OAK,W,3,2,0,0,0,0,0,NYY,2017,14,2,1,7,0.5,1
47,OAK,W,9,5,0,0,0,0,1,NYY,2017,14,3,2,7,0.6666666666666666,1
48,BAL,L,2,3,0,0,0,0,1,NYY,2017,1,7,3,19,0.42857142857142855,1
49,BAL,W,8,3,0,0,0,0,0,NYY,2017,1,8,4,19,0.5,1
50,BAL,L,4,10,0,0,0,0,1,NYY,2017,1,9,4,19,0.4444444444444444,1
51,TOR,W,12,2,0,0,0,0,0,NYY,2017,20,4,3,19,0.75,1
52,TOR,L,5,7,0,0,0,0,1,NYY,2017,20,5,3,19,0.6,1
53,TOR,W,7,0,0,0,0,0,0,NYY,2017,20,6,4,19,0.6666666666666666,1
54,TOR,L,2,3,0,0,0,0,1,NYY,2017,20,7,4,19,0.5714285714285714,1
55,BOS,L,4,5,0,0,0,0,0,NYY,2017,2,3,2,19,0.6666666666666666,1
56,BOS,W,8,0,0,0,0,0,0,NYY,2017,2,4,3,19,0.75,1
57,BOS,W,9,1,0,0,0,0,1,NYY,2017,2,5,4,19,0.8,1
58,BAL,W,8,2,0,0,0,0,1,NYY,2017,1,10,5,19,0.5,1
59,BAL,W,16,3,0,0,0,0,1,NYY,2017,1,11,6,19,0.5454545454545454,1
60,BAL,W,14,3,0,0,0,0,1,NYY,2017,1,12,7,19,0.5833333333333334,1
61,LAA,W,5,3,0,0,0,0,1,NYY,2017,10,1,1,6,1,1
62,LAA,L,2,3,11,1,0,1,1,NYY,2017,10,2,1,6,0.5,1
63,LAA,L,5,7,0,0,0,0,0,NYY,2017,10,3,1,6,0.3333333333333333,1
64,OAK,L,7,8,10,1,0,1,0,NYY,2017,14,4,2,7,0.5,1
65,OAK,L,6,7,0,0,0,0,0,NYY,2017,14,5,2,7,0.4,1
66,OAK,L,2,5,0,0,0,0,0,NYY,2017,14,6,2,7,0.3333333333333333,1
67,OAK,L,3,4,0,0,0,0,0,NYY,2017,14,7,2,7,0.2857142857142857,1
68,LAA,L,3,8,0,0,0,0,0,NYY,2017,10,4,1,6,0.25,1
69,LAA,W,8,4,0,0,0,0,0,NYY,2017,10,5,2,6,0.4,1
70,LAA,L,5,10,0,0,0,0,1,NYY,2017,10,6,2,6,0.3333333333333333,1
71,TEX,W,2,1,10,1,0,1,0,NYY,2017,19,1,1,6,1,1
72,TEX,L,1,8,0,0,0,0,1,NYY,2017,19,2,1,6,0.5,1
73,TEX,L,6,7,0,0,0,0,0,NYY,2017,19,3,1,6,0.3333333333333333,1
74,CHW,W,6,5,0,0,0,0,0,NYY,2017,4,4,3,7,0.75,1
75,CHW,L,3,4,0,1,0,0,1,NYY,2017,4,5,3,7,0.6,1
76,CHW,W,12,3,0,0,0,0,0,NYY,2017,4,6,4,7,0.6666666666666666,1
77,CHW,L,3,4,0,0,0,0,1,NYY,2017,4,7,4,7,0.5714285714285714,1
78,HOU,W,13,4,0,0,0,0,0,NYY,2017,8,5,2,7,0.4,0
79,HOU,L,6,7,0,0,0,0,1,NYY,2017,8,6,2,7,0.3333333333333333,0
80,HOU,L,1,8,0,0,0,0,0,NYY,2017,8,7,2,7,0.2857142857142857,0
81,TOR,W,6,3,0,0,0,0,0,NYY,2017,20,8,5,19,0.625,1
82,TOR,L,1,4,0,0,0,0,1,NYY,2017,20,9,5,19,0.5555555555555556,1
83,TOR,L,6,7,0,0,0,0,0,NYY,2017,20,10,5,19,0.5,1
84,MIL,L,4,9,0,0,0,0,0,NYY,2017,11,1,0,3,0,0
85,MIL,W,5,3,0,1,0,0,0,NYY,2017,11,2,1,3,0.5,0
86,MIL,L,3,5,0,0,0,0,1,NYY,2017,11,3,1,3,0.3333333333333333,0
87,BOS,L,4,5,0,1,0,0,0,NYY,2017,2,6,4,19,0.6666666666666666,1
88,BOS,W,4,1,16,0,0,1,0,NYY,2017,2,7,5,19,0.7142857142857143,1
89,BOS,W,3,0,0,0,0,0,1,NYY,2017,2,8,6,19,0.75,1
90,BOS,L,0,3,0,0,0,0,1,NYY,2017,2,9,6,19,0.6666666666666666,1
91,MIN,L,2,4,0,0,0,0,0,NYY,2017,12,1,0,6,0,1
92,MIN,W,6,3,0,0,0,0,0,NYY,2017,12,2,1,6,0.5,1
93,MIN,L,1,6,0,0,0,0,1,NYY,2017,12,3,1,6,0.3333333333333333,1
94,SEA,W,4,1,0,0,0,0,0,NYY,2017,16,1,1,7,1,1
95,SEA,W,5,1,0,0,0,0,1,NYY,2017,16,2,2,7,1,1
96,SEA,L,5,6,10,1,0,1,1,NYY,2017,16,3,2,7,0.6666666666666666,1
97,SEA,W,6,4,0,0,0,0,0,NYY,2017,16,4,3,7,0.75,1
98,CIN,W,4,2,0,0,0,0,1,NYY,2017,5,3,2,4,0.6666666666666666,1
99,CIN,W,9,5,0,0,0,0,1,NYY,2017,5,4,3,4,0.75,1
100,TBR,W,6,5,11,1,0,1,1,NYY,2017,18,10,6,19,0.6,1
101,TBR,W,6,1,0,0,0,0,1,NYY,2017,18,11,7,19,0.6363636363636364,1
102,TBR,W,5,4,0,1,0,0,1,NYY,2017,18,12,8,19,0.6666666666666666,1
103,TBR,L,3,5,0,0,0,0,1,NYY,2017,18,13,8,19,0.6153846153846154,1
104,DET,W,7,3,0,0,0,0,0,NYY,2017,7,1,1,6,1,1
105,DET,L,3,4,0,0,0,0,1,NYY,2017,7,2,1,6,0.5,1
106,DET,L,0,2,0,0,0,0,0,NYY,2017,7,3,1,6,0.3333333333333333,1
107,CLE,L,1,5,0,0,0,0,0,NYY,2017,6,1,0,7,0,0
108,CLE,L,2,7,0,0,0,0,0,NYY,2017,6,2,0,7,0,0
109,CLE,W,2,1,0,0,0,0,0,NYY,2017,6,3,1,7,0.3333333333333333,0
110,CLE,W,8,1,0,0,0,0,1,NYY,2017,6,4,2,7,0.5,0
111,TOR,L,2,4,0,0,0,0,1,NYY,2017,20,11,5,19,0.45454545454545453,1
112,TOR,W,11,5,0,0,0,0,0,NYY,2017,20,12,6,19,0.5,1
113,TOR,L,0,4,0,0,0,0,1,NYY,2017,20,13,6,19,0.46153846153846156,1
114,BOS,W,5,4,0,0,0,0,0,NYY,2017,2,10,7,19,0.7,1
115,BOS,L,5,10,0,0,0,0,1,NYY,2017,2,11,7,19,0.6363636363636364,1
116,BOS,L,2,3,10,0,0,1,0,NYY,2017,2,12,7,19,0.5833333333333334,1
117,NYM,W,4,2,0,0,0,0,0,NYY,2017,13,1,1,4,1,1
118,NYM,W,5,4,0,0,0,0,1,NYY,2017,13,2,2,4,1,1
119,NYM,W,5,3,0,0,0,0,1,NYY,2017,13,3,3,4,1,1
120,NYM,W,7,5,0,0,0,0,1,NYY,2017,13,4,4,4,1,1
121,BOS,L,6,9,0,0,0,0,1,NYY,2017,2,13,7,19,0.5384615384615384,1
122,BOS,W,4,3,0,0,0,0,0,NYY,2017,2,14,8,19,0.5714285714285714,1
123,BOS,L,1,5,0,0,0,0,1,NYY,2017,2,15,8,19,0.5333333333333333,1
124,DET,W,13,4,0,0,0,0,0,NYY,2017,7,4,2,6,0.5,1
125,DET,W,10,2,0,0,0,0,1,NYY,2017,7,5,3,6,0.6,1
126,DET,L,6,10,0,0,0,0,1,NYY,2017,7,6,3,6,0.5,1
127,SEA,L,1,2,11,0,0,1,0,NYY,2017,16,5,3,7,0.6,1
128,SEA,W,6,3,0,0,0,0,0,NYY,2017,16,6,4,7,0.6666666666666666,1
129,SEA,W,10,1,0,0,0,0,1,NYY,2017,16,7,5,7,0.7142857142857143,1
130,CLE,L,2,6,0,0,0,0,1,NYY,2017,6,5,2,7,0.4,0
131,CLE,L,1,2,0,0,0,0,0,NYY,2017,6,6,2,7,0.3333333333333333,0
132,CLE,L,4,9,0,0,0,0,0,NYY,2017,6,7,2,7,0.2857142857142857,0
133,BOS,W,6,2,0,0,0,0,0,NYY,2017,2,16,9,19,0.5625,1
134,BOS,L,1,4,0,0,0,0,1,NYY,2017,2,17,9,19,0.5294117647058824,1
135,BOS,W,5,1,0,0,0,0,0,NYY,2017,2,18,10,19,0.5555555555555556,1
136,BOS,W,9,2,0,0,0,0,1,NYY,2017,2,19,11,19,0.5789473684210527,1
137,BAL,W,7,4,0,0,0,0,1,NYY,2017,1,13,8,19,0.6153846153846154,1
138,BAL,L,6,7,0,1,0,0,1,NYY,2017,1,14,8,19,0.5714285714285714,1
139,BAL,W,9,1,0,0,0,0,0,NYY,2017,1,15,9,19,0.6,1
140,TEX,L,5,11,0,0,0,0,1,NYY,2017,19,4,1,6,0.25,1
141,TEX,W,3,1,0,0,0,0,0,NYY,2017,19,5,2,6,0.4,1
142,TEX,W,16,7,0,0,0,0,1,NYY,2017,19,6,3,6,0.5,1
143,TBR,W,5,1,0,0,0,0,1,NYY,2017,18,14,9,19,0.6428571428571429,1
144,TBR,L,1,2,0,0,0,0,1,NYY,2017,18,15,9,19,0.6,1
145,TBR,W,3,2,0,0,0,0,0,NYY,2017,18,16,10,19,0.625,1
146,BAL,W,13,5,0,0,0,0,1,NYY,2017,1,16,10,19,0.625,1
147,BAL,W,8,2,0,0,0,0,1,NYY,2017,1,17,11,19,0.6470588235294118,1
148,BAL,W,9,3,0,0,0,0,1,NYY,2017,1,18,12,19,0.6666666666666666,1
149,BAL,L,4,6,0,0,0,0,1,NYY,2017,1,19,12,19,0.631578947368421,1
150,MIN,W,2,1,0,0,0,0,0,NYY,2017,12,4,2,6,0.5,1
151,MIN,W,5,2,0,0,0,0,1,NYY,2017,12,5,3,6,0.6,1
152,MIN,W,11,3,0,0,0,0,1,NYY,2017,12,6,4,6,0.6666666666666666,1
153,TOR,L,1,8,0,0,0,0,1,NYY,2017,20,14,6,19,0.42857142857142855,1
154,TOR,W,5,1,0,0,0,0,0,NYY,2017,20,15,7,19,0.4666666666666667,1
155,TOR,L,5,9,0,0,0,0,1,NYY,2017,20,16,7,19,0.4375,1
156,KCR,W,11,3,0,0,0,0,0,NYY,2017,9,7,5,7,0.7142857142857143,1
157,TBR,W,6,1,0,0,0,0,1,NYY,2017,18,17,11,19,0.6470588235294118,1
158,TBR,W,6,1,0,0,0,0,1,NYY,2017,18,18,12,19,0.6666666666666666,1
159,TBR,L,6,9,0,0,0,0,1,NYY,2017,18,19,12,19,0.631578947368421,1
160,TOR,W,4,0,0,0,0,0,0,NYY,2017,20,17,8,19,0.47058823529411764,1
161,TOR,W,2,1,0,0,0,0,1,NYY,2017,20,18,9,19,0.5,1
162,TOR,L,1,2,0,0,0,0,1,NYY,2017,20,19,9,19,0.47368421052631576,1
1,TOR,W,6,1,0,0,0,0,0,NYY,2018,18,1,1,19,1,1
2,TOR,W,4,2,0,0,0,0,1,NYY,2018,18,2,2,19,1,1
3,TOR,L,3,5,0,0,0,0,1,NYY,2018,18,3,2,19,0.6666666666666666,1
4,TOR,L,4,7,0,0,0,0,0,NYY,2018,18,4,2,19,0.5,1
5,TBR,W,11,4,0,0,0,0,0,NYY,2018,16,1,1,19,1,1
6,TBR,W,7,2,0,0,0,0,1,NYY,2018,16,2,2,19,1,1
7,BAL,L,2,5,0,0,0,0,1,NYY,2018,2,1,0,19,0,1
8,BAL,L,3,7,14,0,0,1,0,NYY,2018,2,2,0,19,0,1
9,BAL,W,8,3,0,0,0,0,0,NYY,2018,2,3,1,19,0.3333333333333333,1
10,BAL,L,7,8,12,0,0,1,1,NYY,2018,2,4,1,19,0.25,1
11,BOS,L,1,14,0,0,0,0,0,NYY,2018,3,1,0,19,0,1
12,BOS,W,10,7,0,0,0,0,0,NYY,2018,3,2,1,19,0.5,1
13,BOS,L,3,6,0,0,0,0,1,NYY,2018,3,3,1,19,0.3333333333333333,1
14,DET,W,8,6,0,0,0,0,0,NYY,2018,6,1,1,7,1,1
15,MIA,W,12,1,0,0,0,0,1,NYY,2018,10,1,1,4,1,1
16,MIA,L,1,9,0,0,0,0,1,NYY,2018,10,2,1,4,0.5,1
17,TOR,W,4,3,0,0,0,0,0,NYY,2018,18,5,3,19,0.6,1
18,TOR,L,5,8,0,0,0,0,1,NYY,2018,18,6,3,19,0.5,1
19,TOR,W,9,1,0,0,0,0,0,NYY,2018,18,7,4,19,0.5714285714285714,1
20,TOR,W,5,1,0,0,0,0,1,NYY,2018,18,8,5,19,0.625,1
21,MIN,W,14,1,0,0,0,0,1,NYY,2018,11,1,1,7,1,1
22,MIN,W,8,3,0,0,0,0,1,NYY,2018,11,2,2,7,1,1
23,MIN,W,7,4,0,0,0,0,1,NYY,2018,11,3,3,7,1,1
24,MIN,W,4,3,0,1,0,0,1,NYY,2018,11,4,4,7,1,1
25,LAA,W,4,3,10,0,0,1,1,NYY,2018,9,1,1,6,1,1
26,LAA,W,11,1,0,0,0,0,1,NYY,2018,9,2,2,6,1,1
27,LAA,W,2,1,0,0,0,0,1,NYY,2018,9,3,3,6,1,1
28,HOU,L,1,2,0,0,0,0,1,NYY,2018,7,1,0,7,0,1
29,HOU,W,4,0,0,0,0,0,0,NYY,2018,7,2,1,7,0.5,1
30,HOU,W,4,0,0,0,0,0,1,NYY,2018,7,3,2,7,0.6666666666666666,1
31,HOU,W,6,5,0,0,0,0,1,NYY,2018,7,4,3,7,0.75,1
32,CLE,W,7,6,0,1,0,0,1,NYY,2018,5,1,1,7,1,1
33,CLE,W,5,2,0,0,0,0,1,NYY,2018,5,2,2,7,1,1
34,CLE,W,7,4,0,1,0,0,1,NYY,2018,5,3,3,7,1,1
35,BOS,W,3,2,0,0,0,0,1,NYY,2018,3,4,2,19,0.5,1
36,BOS,W,9,6,0,0,0,0,1,NYY,2018,3,5,3,19,0.6,1
37,BOS,L,4,5,0,0,0,0,1,NYY,2018,3,6,3,19,0.5,1
38,OAK,L,5,10,0,0,0,0,0,NYY,2018,13,1,0,6,0,1
39,OAK,W,7,6,11,1,0,1,0,NYY,2018,13,2,1,6,0.5,1
40,OAK,W,6,2,0,0,0,0,1,NYY,2018,13,3,2,6,0.6666666666666666,1
41,WSN,L,3,5,0,0,0,0,1,NYY,2018,19,1,0,4,0,0
42,KCR,L,2,5,0,0,0,0,0,NYY,2018,8,1,0,7,0,1
43,KCR,W,8,3,0,0,0,0,0,NYY,2018,8,2,1,7,0.5,1
44,KCR,W,10,1,0,0,0,0,1,NYY,2018,8,3,2,7,0.6666666666666666,1
45,TEX,W,10,5,0,0,0,0,1,NYY,2018,17,1,1,7,1,1
46,TEX,L,4,6,0,0,0,0,1,NYY,2018,17,2,1,7,0.5,1
47,TEX,L,10,12,0,0,0,0,0,NYY,2018,17,3,1,7,0.3333333333333333,1
48,LAA,W,2,1,0,0,0,0,0,NYY,2018,9,4,4,6,1,1
49,LAA,L,4,11,0,0,0,0,1,NYY,2018,9,5,4,6,0.8,1
50,LAA,W,3,1,0,0,0,0,0,NYY,2018,9,6,5,6,0.8333333333333334,1
51,HOU,L,1,5,0,0,0,0,1,NYY,2018,7,5,3,7,0.6,1
52,HOU,W,6,5,10,1,0,1,0,NYY,2018,7,6,4,7,0.6666666666666666,1
53,HOU,W,5,3,0,0,0,0,1,NYY,2018,7,7,5,7,0.7142857142857143,1
54,BAL,W,4,1,0,0,0,0,1,NYY,2018,2,5,2,19,0.4,1
55,BAL,W,8,5,0,0,0,0,1,NYY,2018,2,6,3,19,0.5,1
56,DET,W,7,4,0,0,0,0,1,NYY,2018,6,2,2,7,1,1
57,DET,L,2,4,0,0,0,0,1,NYY,2018,6,3,2,7,0.6666666666666666,1
58,TOR,W,7,2,0,0,0,0,0,NYY,2018,18,9,6,19,0.6666666666666666,1
59,TOR,W,3,0,13,0,0,1,1,NYY,2018,18,10,7,19,0.7,1
60,NYM,W,4,1,0,0,0,0,1,NYY,2018,12,1,1,6,1,1
61,NYM,W,4,3,0,0,0,0,1,NYY,2018,12,2,2,6,1,1
