gm_number,opp,win_lose,r,ra,inn,walkoff,forfeit,extra_innings,won_prev_game,team,season,series,series_gm_number,series_wins,series_tot_gms,series_per,series_won
49,LAA,W,9,1,0,0,0,0,0,NYY,2022,10,1,1,6,1,1
50,LAA,W,6,1,0,0,0,0,1,NYY,2022,10,2,2,6,1,1
51,LAA,W,2,1,0,0,0,0,1,NYY,2022,10,3,3,6,1,1
52,DET,W,13,0,0,0,0,0,1,NYY,2022,7,4,3,6,0.75,1
53,DET,W,3,0,0,0,0,0,1,NYY,2022,7,5,4,6,0.8,1
54,DET,W,5,4,10,1,0,1,1,NYY,2022,7,6,5,6,0.8333333333333334,1
55,MIN,W,10,4,0,0,0,0,1,NYY,2022,12,1,1,7,1,1
56,MIN,L,1,8,0,0,0,0,1,NYY,2022,12,2,1,7,0.5,1
57,MIN,W,10,7,0,0,0,0,0,NYY,2022,12,3,2,7,0.6666666666666666,1
58,CHC,W,2,1,13,1,0,1,1,NYY,2022,3,1,1,3,1,1
59,CHC,W,8,0,0,0,0,0,1,NYY,2022,3,2,2,3,1,1
60,CHC,W,18,4,0,0,0,0,1,NYY,2022,3,3,3,3,1,1
61,TBR,W,2,0,0,0,0,0,1,NYY,2022,18,5,3,19,0.6,1
62,TBR,W,4,3,0,0,0,0,1,NYY,2022,18,6,4,19,0.6666666666666666,1
63,TBR,W,2,1,0,1,0,0,1,NYY,2022,18,7,5,19,0.7142857142857143,1
64,TOR,W,12,3,0,0,0,0,1,NYY,2022,20,10,7,19,0.7,1
