gm_number,wins,losses,division_rank,gb,c_li,streak,games_back,win_per,win_streak,losing_streak,team,season
66,36,30,2,1.0,1.34,++,-1,0.5454545454545454,2,0,NYY,2015
67,37,30,2,1.0,1.50,+++,-1,0.5522388059701493,3,0,NYY,2015
68,38,30,2,1.0,1.44,++++,-1,0.5588235294117647,4,0,NYY,2015
69,38,31,2,1.0,1.44,-,-1,0.5507246376811594,0,1,NYY,2015
70,38,32,2,1.0,1.40,--,-1,0.5428571428571428,0,2,NYY,2015
71,38,33,2,2.0,1.36,---,-2,0.5352112676056338,0,3,NYY,2015
72,39,33,2,1.0,1.31,+,-1,0.5416666666666666,1,0,NYY,2015
73,39,34,2,1.5,1.47,-,-1.5,0.5342465753424658,0,1,NYY,2015
74,40,34,2,0.5,1.44,+,-0.5,0.5405405405405406,1,0,NYY,2015
75,41,34,2,0.5,1.45,++,-0.5,0.5466666666666666,2,0,NYY,2015
76,41,35,3,0.5,1.46,-,-0.5,0.5394736842105263,0,1,NYY,2015
77,41,36,3,0.5,1.48,--,-0.5,0.5324675324675324,0,2,NYY,2015
78,41,37,3,0.5,1.46,---,-0.5,0.5256410256410257,0,3,NYY,2015
79,42,37,2,0.5,1.39,+,-0.5,0.5316455696202531,1,0,NYY,2015
80,43,37,1,up 1.0,1.76,++,1,0.5375,2,0,NYY,2015
81,44,37,1,up 2.0,1.84,+++,2,0.5432098765432098,3,0,NYY,2015
82,44,38,1,up 1.0,1.85,-,1,0.5365853658536586,0,1,NYY,2015
83,44,39,1,up 1.5,1.53,--,1.5,0.5301204819277109,0,2,NYY,2015
84,45,39,1,up 2.5,1.58,+,2.5,0.5357142857142857,1,0,NYY,2015
85,46,39,1,up 3.0,1.67,++,3,0.5411764705882353,2,0,NYY,2015
86,47,39,1,up 3.0,1.80,+++,3,0.5465116279069767,3,0,NYY,2015
87,47,40,1,up 3.0,1.79,-,3,0.5402298850574713,0,1,NYY,2015
88,48,40,1,up 3.5,1.77,+,3.5,0.5454545454545454,1,0,NYY,2015
89,49,40,1,up 4.5,1.61,++,4.5,0.550561797752809,2,0,NYY,2015
90,49,41,1,up 3.5,1.56,-,3.5,0.5444444444444444,0,1,NYY,2015
91,50,41,1,up 4.0,1.64,+,4,0.5494505494505495,1,0,NYY,2015
92,51,41,1,up 4.5,2.00,++,4.5,0.5543478260869565,2,0,NYY,2015
93,52,41,1,up 5.5,1.94,+++,5.5,0.5591397849462365,3,0,NYY,2015
94,53,41,1,up 5.5,1.79,++++,5.5,0.5638297872340425,4,0,NYY,2015
95,53,42,1,up 5.5,1.47,-,5.5,0.5578947368421052,0,1,NYY,2015
96,54,42,1,up 5.5,1.55,+,5.5,0.5625,1,0,NYY,2015
97,55,42,1,up 6.5,1.52,++,6.5,0.5670103092783505,2,0,NYY,2015
98,56,42,1,up 7.0,1.31,+++,7,0.5714285714285714,3,0,NYY,2015
99,57,42,1,up 7.0,1.30,++++,7,0.5757575757575758,4,0,NYY,2015
100,57,43,1,up 6.0,1.13,-,6,0.57,0,1,NYY,2015
101,57,44,1,up 6.0,1.22,--,6,0.5643564356435643,0,2,NYY,2015
102,58,44,1,up 6.0,1.39,+,6,0.5686274509803921,1,0,NYY,2015
103,58,45,1,up 5.0,1.24,-,5,0.5631067961165048,0,1,NYY,2015
104,59,45,1,up 6.0,1.38,+,6,0.5673076923076923,1,0,NYY,2015
105,60,45,1,up 5.5,1.30,++,5.5,0.5714285714285714,2,0,NYY,2015
106,60,46,1,up 4.5,1.25,-,4.5,0.5660377358490566,0,1,NYY,2015
107,61,46,1,up 4.5,1.38,+,4.5,0.5700934579439252,1,0,NYY,2015
108,61,47,1,up 3.5,1.74,-,3.5,0.5648148148148148,0,1,NYY,2015
109,61,48,1,up 2.5,1.92,--,2.5,0.5596330275229358,0,2,NYY,2015
110,61,49,1,up 1.5,2.08,---,1.5,0.5545454545454546,0,3,NYY,2015
111,61,50,1,up 0.5,1.64,----,0.5,0.5495495495495496,0,4,NYY,2015
112,61,51,2,0.5,1.68,-----,-0.5,0.5446428571428571,0,5,NYY,2015
113,62,51,2,0.5,1.78,+,-0.5,0.5486725663716814,1,0,NYY,2015
114,63,51,1,up 0.5,2.39,++,0.5,0.5526315789473685,2,0,NYY,2015
115,64,51,1,up 1.5,2.29,+++,1.5,0.5565217391304348,3,0,NYY,2015
116,64,52,1,up 0.5,2.17,-,0.5,0.5517241379310345,0,1,NYY,2015
117,65,52,1,up 1.0,1.76,+,1,0.5555555555555556,1,0,NYY,2015
118,66,52,1,up 1.0,1.66,++,1,0.559322033898305,2,0,NYY,2015
119,67,52,1,up 2.0,1.62,+++,2,0.5630252100840336,3,0,NYY,2015
120,67,53,1,up 1.5,1.41,-,1.5,0.5583333333333333,0,1,NYY,2015
121,67,54,1,up 0.5,1.47,--,0.5,0.5537190082644629,0,2,NYY,2015
122,68,54,1,up 0.5,1.67,+,0.5,0.5573770491803278,1,0,NYY,2015
123,68,55,2,0.5,1.59,-,-0.5,0.5528455284552846,0,1,NYY,2015
124,69,55,1,Tied,1.70,+,0,0.5564516129032258,1,0,NYY,2015
125,69,56,2,1.0,1.60,-,-1,0.552,0,1,NYY,2015
126,69,57,2,2.0,1.71,--,-2,0.5476190476190477,0,2,NYY,2015
127,70,57,2,1.5,1.66,+,-1.5,0.5511811023622047,1,0,NYY,2015
128,71,57,2,1.5,1.56,++,-1.5,0.5546875,2,0,NYY,2015
129,72,57,2,1.5,1.50,+++,-1.5,0.5581395348837209,3,0,NYY,2015
130,72,58,2,1.5,1.39,-,-1.5,0.5538461538461539,0,1,NYY,2015
131,73,58,2,1.5,1.43,+,-1.5,0.5572519083969466,1,0,NYY,2015
132,74,58,2,1.5,1.44,++,-1.5,0.5606060606060606,2,0,NYY,2015
133,75,58,2,0.5,1.41,+++,-0.5,0.5639097744360902,3,0,NYY,2015
134,75,59,2,1.5,1.34,-,-1.5,0.5597014925373134,0,1,NYY,2015
135,76,59,2,1.5,1.39,+,-1.5,0.562962962962963,1,0,NYY,2015
136,77,59,2,0.5,1.30,++,-0.5,0.5661764705882353,2,0,NYY,2015
137,77,60,2,1.5,1.28,-,-1.5,0.5620437956204379,0,1,NYY,2015
138,77,61,2,1.5,1.25,--,-1.5,0.5579710144927537,0,2,NYY,2015
139,77,62,2,2.5,2.52,---,-2.5,0.5539568345323741,0,3,NYY,2015
140,77,63,2,4.5,2.38,----,-4.5,0.55,0,4,NYY,2015
141,77,64,2,4.5,2.11,-----,-4.5,0.5460992907801419,0,5,NYY,2015
142,78,64,2,3.5,1.71,+,-3.5,0.5492957746478874,1,0,NYY,2015
143,79,64,2,3.0,1.30,++,-3,0.5524475524475524,2,0,NYY,2015
144,79,65,2,3.0,1.33,-,-3,0.5486111111111112,0,1,NYY,2015
145,80,65,2,3.0,1.45,+,-3,0.5517241379310345,1,0,NYY,2015
146,80,66,2,4.5,1.01,-,-4.5,0.547945205479452,0,1,NYY,2015
147,81,66,2,3.5,.74,+,-3.5,0.5510204081632653,1,0,NYY,2015
148,82,66,2,2.5,.95,++,-2.5,0.5540540540540541,2,0,NYY,2015
149,82,67,2,3.5,2.30,-,-3.5,0.5503355704697986,0,1,NYY,2015
150,83,67,2,2.5,1.76,+,-2.5,0.5533333333333333,1,0,NYY,2015
151,83,68,2,3.5,2.53,-,-3.5,0.5496688741721855,0,1,NYY,2015
152,84,68,2,3.0,.81,+,-3,0.5526315789473685,1,0,NYY,2015
153,84,69,2,4.0,.98,-,-4,0.5490196078431373,0,1,NYY,2015
154,85,69,2,4.0,.48,+,-4,0.551948051948052,1,0,NYY,2015
155,86,69,2,4.0,.41,++,-4,0.5548387096774193,2,0,NYY,2015
156,86,70,2,5.0,.34,-,-5,0.5512820512820513,0,1,NYY,2015
157,86,71,2,5.5,.09,--,-5.5,0.5477707006369427,0,2,NYY,2015
158,86,72,2,6.0,.11,---,-6,0.5443037974683544,0,3,NYY,2015
159,87,72,2,5.0,.21,+,-5,0.5471698113207547,1,0,NYY,2015
160,87,73,2,6.0,.05,-,-6,0.54375,0,1,NYY,2015
161,87,74,2,6.0,.09,--,-6,0.5403726708074534,0,2,NYY,2015
162,87,75,2,6.0,.29,---,-6,0.5370370370370371,0,3,NYY,2015
1,0,1,4,1.0,.94,-,-1,0,0,1,NYY,2016
2,1,1,2,1.0,.88,+,-1,0.5,1,0,NYY,2016
3,2,1,2,1.0,.92,++,-1,0.6666666666666666,2,0,NYY,2016
4,2,2,3,2.0,.95,-,-2,0.5,0,1,NYY,2016
5,3,2,3,1.5,.97,+,-1.5,0.6,1,0,NYY,2016
6,4,2,2,2.5,1.05,++,-2.5,0.6666666666666666,2,0,NYY,2016
7,4,3,2,2.5,1.13,-,-2.5,0.5714285714285714,0,1,NYY,2016
8,4,4,2,2.5,1.09,--,-2.5,0.5,0,2,NYY,2016
9,4,5,3,3.5,.89,---,-3.5,0.4444444444444444,0,3,NYY,2016
10,4,6,3,3.5,.92,----,-3.5,0.4,0,4,NYY,2016
11,5,6,3,3.0,.81,+,-3,0.45454545454545453,1,0,NYY,2016
12,5,7,5,3.0,.88,-,-3,0.4166666666666667,0,1,NYY,2016
13,5,8,5,4.0,.84,--,-4,0.38461538461538464,0,2,NYY,2016
14,5,9,5,5.0,.78,---,-5,0.35714285714285715,0,3,NYY,2016
15,6,9,5,4.0,.81,+,-4,0.4,1,0,NYY,2016
16,7,9,4,4.0,.88,++,-4,0.4375,2,0,NYY,2016
17,7,10,5,4.0,.96,-,-4,0.4117647058823529,0,1,NYY,2016
18,8,10,5,3.0,.78,+,-3,0.4444444444444444,1,0,NYY,2016
19,8,11,5,3.0,.83,-,-3,0.42105263157894735,0,1,NYY,2016
20,8,12,5,4.0,.83,--,-4,0.4,0,2,NYY,2016
21,8,13,5,5.5,.81,---,-5.5,0.38095238095238093,0,3,NYY,2016
22,8,14,5,5.5,.80,----,-5.5,0.36363636363636365,0,4,NYY,2016
23,8,15,5,6.0,.72,-----,-6,0.34782608695652173,0,5,NYY,2016
24,8,16,5,6.5,.75,------,-6.5,0.3333333333333333,0,6,NYY,2016
25,9,16,5,6.0,.67,+,-6,0.36,1,0,NYY,2016
26,9,17,5,7.0,.71,-,-7,0.34615384615384615,0,1,NYY,2016
27,10,17,5,6.0,.59,+,-6,0.37037037037037035,1,0,NYY,2016
28,11,17,5,5.5,.66,++,-5.5,0.39285714285714285,2,0,NYY,2016
29,11,18,5,6.5,.74,-,-6.5,0.3793103448275862,0,1,NYY,2016
30,12,18,5,6.0,.58,+,-6,0.4,1,0,NYY,2016
31,13,18,5,6.0,.62,++,-6,0.41935483870967744,2,0,NYY,2016
32,13,19,5,7.0,.64,-,-7,0.40625,0,1,NYY,2016
33,14,19,5,7.0,.56,+,-7,0.42424242424242425,1,0,NYY,2016
34,14,20,5,8.0,.62,-,-8,0.4117647058823529,0,1,NYY,2016
35,15,20,5,8.0,.54,+,-8,0.42857142857142855,1,0,NYY,2016
36,16,20,5,7.0,.59,++,-7,0.4444444444444444,2,0,NYY,2016
37,16,21,5,7.5,.62,-,-7.5,0.43243243243243246,0,1,NYY,2016
38,16,22,5,7.5,.59,--,-7.5,0.42105263157894735,0,2,NYY,2016
39,17,22,5,7.5,.56,+,-7.5,0.4358974358974359,1,0,NYY,2016
40,18,22,5,6.5,.60,++,-6.5,0.45,2,0,NYY,2016
41,19,22,5,6.5,.62,+++,-6.5,0.4634146341463415,3,0,NYY,2016
42,20,22,4,6.5,.71,++++,-6.5,0.47619047619047616,4,0,NYY,2016
43,21,22,3,5.5,.75,+++++,-5.5,0.4883720930232558,5,0,NYY,2016
44,22,22,3,5.5,.87,++++++,-5.5,0.5,6,0,NYY,2016
45,22,23,3,6.5,.90,-,-6.5,0.4888888888888889,0,1,NYY,2016
46,22,24,4,6.5,.89,--,-6.5,0.4782608695652174,0,2,NYY,2016
47,23,24,4,5.5,.80,+,-5.5,0.48936170212765956,1,0,NYY,2016
48,23,25,4,5.5,.88,-,-5.5,0.4791666666666667,0,1,NYY,2016
49,24,25,4,5.5,.84,+,-5.5,0.4897959183673469,1,0,NYY,2016
50,24,26,4,6.5,.93,-,-6.5,0.48,0,1,NYY,2016
51,24,27,4,7.5,.88,--,-7.5,0.47058823529411764,0,2,NYY,2016
52,24,28,4,7.5,.79,---,-7.5,0.46153846153846156,0,3,NYY,2016
53,25,28,4,6.5,.64,+,-6.5,0.4716981132075472,1,0,NYY,2016
54,25,29,4,6.5,.82,-,-6.5,0.46296296296296297,0,1,NYY,2016
55,26,29,4,6.5,.78,+,-6.5,0.4727272727272727,1,0,NYY,2016
56,26,30,4,6.5,.90,-,-6.5,0.4642857142857143,0,1,NYY,2016
57,27,30,4,6.5,.64,+,-6.5,0.47368421052631576,1,0,NYY,2016
58,28,30,4,6.5,.67,++,-6.5,0.4827586206896552,2,0,NYY,2016
59,29,30,4,6.5,.76,+++,-6.5,0.4915254237288136,3,0,NYY,2016
60,30,30,4,6.5,.83,++++,-6.5,0.5,4,0,NYY,2016
61,31,30,4,5.5,.88,+++++,-5.5,0.5081967213114754,5,0,NYY,2016
62,31,31,4,5.5,.94,-,-5.5,0.5,0,1,NYY,2016
63,31,32,4,5.5,.87,--,-5.5,0.49206349206349204,0,2,NYY,2016
64,31,33,4,6.5,.81,---,-6.5,0.484375,0,3,NYY,2016
65,31,34,5,6.5,.72,----,-6.5,0.47692307692307695,0,4,NYY,2016
66,32,34,4,6.5,.66,+,-6.5,0.48484848484848486,1,0,NYY,2016
67,33,34,4,5.5,.68,++,-5.5,0.4925373134328358,2,0,NYY,2016
68,34,34,4,5.5,.77,+++,-5.5,0.5,3,0,NYY,2016
69,34,35,4,6.5,.83,-,-6.5,0.4927536231884058,0,1,NYY,2016
70,34,36,4,6.0,.78,--,-6,0.4857142857142857,0,2,NYY,2016
71,35,36,4,6.0,.77,+,-6,0.49295774647887325,1,0,NYY,2016
72,36,36,4,6.0,.83,++,-6,0.5,2,0,NYY,2016
73,37,36,4,6.5,.86,+++,-6.5,0.5068493150684932,3,0,NYY,2016
74,37,37,4,7.5,.89,-,-7.5,0.5,0,1,NYY,2016
75,37,38,4,8.0,.84,--,-8,0.49333333333333335,0,2,NYY,2016
76,37,39,4,9.0,.79,---,-9,0.4868421052631579,0,3,NYY,2016
77,38,39,4,9.0,.62,+,-9,0.4935064935064935,1,0,NYY,2016
78,39,39,4,8.0,.66,++,-8,0.5,2,0,NYY,2016
79,39,40,4,8.0,.72,-,-8,0.4936708860759494,0,1,NYY,2016
80,39,41,4,8.0,.68,--,-8,0.4875,0,2,NYY,2016
81,40,41,4,7.0,.63,+,-7,0.49382716049382713,1,0,NYY,2016
82,40,42,4,7.0,.76,-,-7,0.4878048780487805,0,1,NYY,2016
83,41,42,4,7.0,.63,+,-7,0.4939759036144578,1,0,NYY,2016
84,41,43,4,8.0,.74,-,-8,0.4880952380952381,0,1,NYY,2016
85,42,43,4,7.5,.59,+,-7.5,0.49411764705882355,1,0,NYY,2016
86,42,44,4,7.5,.67,-,-7.5,0.4883720930232558,0,1,NYY,2016
87,43,44,4,7.5,.57,+,-7.5,0.4942528735632184,1,0,NYY,2016
88,44,44,4,7.5,.69,++,-7.5,0.5,2,0,NYY,2016
89,44,45,4,8.5,.81,-,-8.5,0.4943820224719101,0,1,NYY,2016
90,44,46,4,9.5,.70,--,-9.5,0.4888888888888889,0,2,NYY,2016
91,45,46,4,8.5,.57,+,-8.5,0.4945054945054945,1,0,NYY,2016
92,46,46,4,7.5,.71,++,-7.5,0.5,2,0,NYY,2016
93,47,46,4,6.5,.78,+++,-6.5,0.5053763440860215,3,0,NYY,2016
94,48,46,4,6.0,.89,++++,-6,0.5106382978723404,4,0,NYY,2016
95,48,47,4,7.0,.97,-,-7,0.5052631578947369,0,1,NYY,2016
96,49,47,4,6.5,.67,+,-6.5,0.5104166666666666,1,0,NYY,2016
97,49,48,4,7.5,.75,-,-7.5,0.5051546391752577,0,1,NYY,2016
98,50,48,4,7.5,.68,+,-7.5,0.5102040816326531,1,0,NYY,2016
99,51,48,4,7.5,.78,++,-7.5,0.5151515151515151,2,0,NYY,2016
100,52,48,4,6.5,.88,+++,-6.5,0.52,3,0,NYY,2016
101,52,49,4,6.5,.98,-,-6.5,0.5148514851485149,0,1,NYY,2016
102,52,50,4,6.0,.93,--,-6,0.5098039215686274,0,2,NYY,2016
103,52,51,4,6.5,.82,---,-6.5,0.5048543689320388,0,3,NYY,2016
104,52,52,4,7.0,.75,----,-7,0.5,0,4,NYY,2016
105,53,52,4,6.5,.63,+,-6.5,0.5047619047619047,1,0,NYY,2016
106,53,53,4,7.5,.74,-,-7.5,0.5,0,1,NYY,2016
107,54,53,4,7.5,.60,+,-7.5,0.5046728971962616,1,0,NYY,2016
108,54,54,4,7.5,.68,-,-7.5,0.5,0,1,NYY,2016
109,55,54,4,7.5,.57,+,-7.5,0.5045871559633027,1,0,NYY,2016
110,55,55,4,7.5,.62,-,-7.5,0.5,0,1,NYY,2016
111,56,55,4,7.5,.52,+,-7.5,0.5045045045045045,1,0,NYY,2016
112,56,56,4,7.0,.75,-,-7,0.5,0,1,NYY,2016
113,57,56,4,7.0,.65,+,-7,0.504424778761062,1,0,NYY,2016
114,58,56,4,6.5,.80,++,-6.5,0.5087719298245614,2,0,NYY,2016
115,59,56,4,6.0,.76,+++,-6,0.5130434782608696,3,0,NYY,2016
116,60,56,4,5.5,.84,++++,-5.5,0.5172413793103449,4,0,NYY,2016
117,60,57,4,6.5,.92,-,-6.5,0.5128205128205128,0,1,NYY,2016
118,61,57,4,5.5,.85,+,-5.5,0.5169491525423728,1,0,NYY,2016
119,61,58,4,6.5,.95,-,-6.5,0.5126050420168067,0,1,NYY,2016
120,61,59,4,7.5,.78,--,-7.5,0.5083333333333333,0,2,NYY,2016
121,62,59,4,6.5,.54,+,-6.5,0.512396694214876,1,0,NYY,2016
122,63,59,4,6.5,.67,++,-6.5,0.5163934426229508,2,0,NYY,2016
123,63,60,4,6.5,.70,-,-6.5,0.5121951219512195,0,1,NYY,2016
124,63,61,4,7.0,.77,--,-7,0.5080645161290323,0,2,NYY,2016
125,64,61,4,7.0,.58,+,-7,0.512,1,0,NYY,2016
126,65,61,4,6.0,.61,++,-6,0.5158730158730159,2,0,NYY,2016
127,66,61,4,5.5,.91,+++,-5.5,0.5196850393700787,3,0,NYY,2016
128,67,61,4,5.5,1.05,++++,-5.5,0.5234375,4,0,NYY,2016
129,67,62,4,6.5,1.18,-,-6.5,0.5193798449612403,0,1,NYY,2016
130,67,63,4,7.5,.97,--,-7.5,0.5153846153846153,0,2,NYY,2016
131,68,63,4,6.5,.69,+,-6.5,0.5190839694656488,1,0,NYY,2016
132,69,63,4,6.5,.89,++,-6.5,0.5227272727272727,2,0,NYY,2016
133,69,64,4,6.5,1.14,-,-6.5,0.518796992481203,0,1,NYY,2016
134,69,65,4,6.5,.88,--,-6.5,0.5149253731343284,0,2,NYY,2016
135,70,65,4,6.5,.69,+,-6.5,0.5185185185185185,1,0,NYY,2016
136,71,65,4,5.5,.85,++,-5.5,0.5220588235294118,2,0,NYY,2016
137,72,65,4,4.5,.99,+++,-4.5,0.5255474452554745,3,0,NYY,2016
138,73,65,4,4.5,1.16,++++,-4.5,0.5289855072463768,4,0,NYY,2016
139,74,65,4,4.0,1.27,+++++,-4,0.5323741007194245,5,0,NYY,2016
140,75,65,4,4.0,1.46,++++++,-4,0.5357142857142857,6,0,NYY,2016
141,76,65,4,3.0,1.71,+++++++,-3,0.5390070921985816,7,0,NYY,2016
142,76,66,4,4.0,1.90,-,-4,0.5352112676056338,0,1,NYY,2016
143,76,67,4,5.0,1.65,--,-5,0.5314685314685315,0,2,NYY,2016
144,77,67,4,4.0,1.32,+,-4,0.5347222222222222,1,0,NYY,2016
145,77,68,4,4.0,1.70,-,-4,0.5310344827586206,0,1,NYY,2016
146,77,69,4,5.0,1.70,--,-5,0.5273972602739726,0,2,NYY,2016
147,77,70,4,6.0,1.31,---,-6,0.5238095238095238,0,3,NYY,2016
148,77,71,4,7.0,.85,----,-7,0.5202702702702703,0,4,NYY,2016
149,77,72,4,8.0,.68,-----,-8,0.5167785234899329,0,5,NYY,2016
150,78,72,4,8.5,.41,+,-8.5,0.52,1,0,NYY,2016
151,79,72,4,8.5,.52,++,-8.5,0.5231788079470199,2,0,NYY,2016
152,79,73,4,9.5,.78,-,-9.5,0.5197368421052632,0,1,NYY,2016
153,79,74,4,10.5,.63,--,-10.5,0.5163398692810458,0,2,NYY,2016
154,79,75,4,11.5,.22,---,-11.5,0.512987012987013,0,3,NYY,2016
155,79,76,4,12.5,.08,----,-12.5,0.5096774193548387,0,4,NYY,2016
156,80,76,4,12.0,.01,+,-12,0.5128205128205128,1,0,NYY,2016
157,81,76,4,11.0,.03,++,-11,0.5159235668789809,2,0,NYY,2016
158,82,76,4,10.0,.07,+++,-10,0.5189873417721519,3,0,NYY,2016
159,83,76,4,9.0,.03,++++,-9,0.5220125786163522,4,0,NYY,2016
160,83,77,4,10.0,.00,-,-10,0.51875,0,1,NYY,2016
161,84,77,4,9.0,.00,+,-9,0.5217391304347826,1,0,NYY,2016
162,84,78,4,9.0,.00,-,-9,0.5185185185185185,0,1,NYY,2016
1,0,1,5,1.0,1.08,-,-1,0,0,1,NYY,2017
2,1,1,3,0.5,1.05,+,-0.5,0.5,1,0,NYY,2017
3,1,2,4,1.5,1.07,-,-1.5,0.3333333333333333,0,1,NYY,2017
4,1,3,4,2.5,1.04,--,-2.5,0.25,0,2,NYY,2017
5,1,4,4,3.5,1.00,---,-3.5,0.2,0,3,NYY,2017
6,2,4,4,2.5,.94,+,-2.5,0.3333333333333333,1,0,NYY,2017
7,3,4,4,2.0,.97,++,-2,0.42857142857142855,2,0,NYY,2017
8,4,4,3,1.5,1.04,+++,-1.5,0.5,3,0,NYY,2017
9,5,4,2,1.5,1.13,++++,-1.5,0.5555555555555556,4,0,NYY,2017
10,6,4,2,1.5,.99,+++++,-1.5,0.6,5,0,NYY,2017
11,7,4,2,0.5,1.02,++++++,-0.5,0.6363636363636364,6,0,NYY,2017
12,8,4,2,0.5,1.06,+++++++,-0.5,0.6666666666666666,7,0,NYY,2017
13,9,4,1,Tied,1.13,++++++++,0,0.6923076923076923,8,0,NYY,2017
14,9,5,1,Tied,1.13,-,0,0.6428571428571429,0,1,NYY,2017
15,10,5,1,Tied,1.11,+,0,0.6666666666666666,1,0,NYY,2017
16,10,6,2,1.5,1.11,-,-1.5,0.625,0,1,NYY,2017
17,11,6,2,1.5,1.08,+,-1.5,0.6470588235294118,1,0,NYY,2017
18,11,7,2,1.5,1.07,-,-1.5,0.6111111111111112,0,1,NYY,2017
19,12,7,2,1.5,1.27,+,-1.5,0.631578947368421,1,0,NYY,2017
20,13,7,2,1.0,1.32,++,-1,0.65,2,0,NYY,2017
21,14,7,1,Tied,1.46,+++,0,0.6666666666666666,3,0,NYY,2017
22,15,7,1,up 1.0,1.48,++++,1,0.6818181818181818,4,0,NYY,2017
23,15,8,1,Tied,1.47,-,0,0.6521739130434783,0,1,NYY,2017
24,15,9,2,1.0,1.24,--,-1,0.625,0,2,NYY,2017
25,16,9,1,Tied,1.23,+,0,0.64,1,0,NYY,2017
26,17,9,1,up 1.0,1.25,++,1,0.6538461538461539,2,0,NYY,2017
27,18,9,1,up 0.5,1.19,+++,0.5,0.6666666666666666,3,0,NYY,2017
28,19,9,1,up 0.5,1.21,++++,0.5,0.6785714285714286,4,0,NYY,2017
29,20,9,1,up 0.5,1.21,+++++,0.5,0.6896551724137931,5,0,NYY,2017
30,21,9,1,up 0.5,1.20,++++++,0.5,0.7,6,0,NYY,2017
31,21,10,2,0.5,1.21,-,-0.5,0.6774193548387096,0,1,NYY,2017
32,21,11,2,0.5,1.29,--,-0.5,0.65625,0,2,NYY,2017
33,21,12,2,0.5,1.27,---,-0.5,0.6363636363636364,0,3,NYY,2017
34,22,12,1,up 0.5,1.30,+,0.5,0.6470588235294118,1,0,NYY,2017
35,22,13,1,up 0.5,1.29,-,0.5,0.6285714285714286,0,1,NYY,2017
36,23,13,1,up 0.5,1.27,+,0.5,0.6388888888888888,1,0,NYY,2017
37,24,13,1,up 1.5,1.30,++,1.5,0.6486486486486487,2,0,NYY,2017
38,24,14,1,up 1.5,1.29,-,1.5,0.631578947368421,0,1,NYY,2017
39,24,15,1,up 0.5,1.45,--,0.5,0.6153846153846154,0,2,NYY,2017
40,24,16,2,0.5,1.46,---,-0.5,0.6,0,3,NYY,2017
41,25,16,1,up 0.5,1.44,+,0.5,0.6097560975609756,1,0,NYY,2017
42,26,16,1,up 1.5,1.30,++,1.5,0.6190476190476191,2,0,NYY,2017
43,26,17,1,up 1.5,1.31,-,1.5,0.6046511627906976,0,1,NYY,2017
44,27,17,1,up 2.5,1.29,+,2.5,0.6136363636363636,1,0,NYY,2017
45,27,18,1,up 2.0,1.34,-,2,0.6,0,1,NYY,2017
46,28,18,1,up 2.0,1.32,+,2,0.6086956521739131,1,0,NYY,2017
47,29,18,1,up 3.0,1.34,++,3,0.6170212765957447,2,0,NYY,2017
48,29,19,1,up 3.0,1.54,-,3,0.6041666666666666,0,1,NYY,2017
49,30,19,1,up 3.0,1.60,+,3,0.6122448979591837,1,0,NYY,2017
50,30,20,1,up 2.0,1.56,-,2,0.6,0,1,NYY,2017
51,31,20,1,up 3.0,1.47,+,3,0.6078431372549019,1,0,NYY,2017
52,31,21,1,up 2.5,1.45,-,2.5,0.5961538461538461,0,1,NYY,2017
53,32,21,1,up 3.0,1.49,+,3,0.6037735849056604,1,0,NYY,2017
54,32,22,1,up 2.0,1.45,-,2,0.5925925925925926,0,1,NYY,2017
55,32,23,1,up 1.0,1.64,--,1,0.5818181818181818,0,2,NYY,2017
56,33,23,1,up 2.0,1.70,+,2,0.5892857142857143,1,0,NYY,2017
57,34,23,1,up 3.0,1.70,++,3,0.5964912280701754,2,0,NYY,2017
58,35,23,1,up 3.0,1.60,+++,3,0.603448275862069,3,0,NYY,2017
59,36,23,1,up 3.0,1.58,++++,3,0.6101694915254238,4,0,NYY,2017
60,37,23,1,up 4.0,1.57,+++++,4,0.6166666666666667,5,0,NYY,2017
61,38,23,1,up 4.0,1.36,++++++,4,0.6229508196721312,6,0,NYY,2017
62,38,24,1,up 3.0,1.32,-,3,0.6129032258064516,0,1,NYY,2017
63,38,25,1,up 2.0,1.33,--,2,0.6031746031746031,0,2,NYY,2017
64,38,26,1,up 2.0,1.33,---,2,0.59375,0,3,NYY,2017
65,38,27,1,up 1.0,1.35,----,1,0.5846153846153846,0,4,NYY,2017
66,38,28,1,up 1.0,1.40,-----,1,0.5757575757575758,0,5,NYY,2017
67,38,29,1,Tied,1.43,------,0,0.5671641791044776,0,6,NYY,2017
68,38,30,2,0.5,1.48,-------,-0.5,0.5588235294117647,0,7,NYY,2017
69,39,30,1,up 0.5,1.47,+,0.5,0.5652173913043478,1,0,NYY,2017
70,39,31,1,Tied,1.46,-,0,0.5571428571428572,0,1,NYY,2017
71,40,31,1,Tied,1.47,+,0,0.5633802816901409,1,0,NYY,2017
72,40,32,1,Tied,1.53,-,0,0.5555555555555556,0,1,NYY,2017
73,40,33,1,Tied,1.52,--,0,0.547945205479452,0,2,NYY,2017
74,41,33,1,Tied,1.45,+,0,0.5540540540540541,1,0,NYY,2017
75,41,34,2,1.0,1.45,-,-1,0.5466666666666666,0,1,NYY,2017
76,42,34,1,Tied,1.46,+,0,0.5526315789473685,1,0,NYY,2017
77,42,35,2,1.0,1.47,-,-1,0.5454545454545454,0,1,NYY,2017
78,43,35,2,1.0,1.51,+,-1,0.5512820512820513,1,0,NYY,2017
79,43,36,2,2.0,1.44,-,-2,0.5443037974683544,0,1,NYY,2017
