gm_number,season,team,date,month,day,weekday,start_time,day_night,weekend,attendance,away_home
14,2010,SEA,2010-04-19,4,19,Monday,2:24,N,0,14528,home
15,2010,SEA,2010-04-20,4,20,Tuesday,2:21,N,0,15931,home
16,2010,SEA,2010-04-21,4,21,Wednesday,2:08,N,0,18401,home
17,2010,SEA,2010-04-23,4,23,Friday,2:57,N,0,24653,away
18,2010,SEA,2010-04-24,4,24,Saturday,2:34,D,0,25253,away
19,2010,SEA,2010-04-25,4,25,Sunday,2:14,D,0,28274,away
20,2010,SEA,2010-04-26,4,26,Monday,2:46,N,0,11391,away
21,2010,SEA,2010-04-27,4,27,Tuesday,3:05,N,0,14969,away
22,2010,SEA,2010-04-28,4,28,Wednesday,2:46,D,0,13206,away
23,2010,SEA,2010-04-30,4,30,Friday,3:14,N,0,34055,home
24,2010,SEA,2010-05-01,5,1,Saturday,3:14,D,0,30225,home
25,2010,SEA,2010-05-02,5,2,Sunday,3:16,D,0,27185,home
26,2010,SEA,2010-05-04,5,4,Tuesday,2:52,N,0,15589,home
27,2010,SEA,2010-05-05,5,5,Wednesday,2:51,N,0,14627,home
28,2010,SEA,2010-05-06,5,6,Thursday,2:47,N,0,17617,home
29,2010,SEA,2010-05-07,5,7,Friday,2:49,N,0,37602,home
30,2010,SEA,2010-05-08,5,8,Saturday,3:28,N,0,30446,home
31,2010,SEA,2010-05-09,5,9,Sunday,2:36,D,0,28668,home
32,2010,SEA,2010-05-11,5,11,Tuesday,2:32,N,0,12614,away
33,2010,SEA,2010-05-12,5,12,Wednesday,2:48,N,0,11448,away
34,2010,SEA,2010-05-13,5,13,Thursday,2:32,D,0,20938,away
35,2010,SEA,2010-05-14,5,14,Friday,2:59,N,0,27856,away
36,2010,SEA,2010-05-15,5,15,Saturday,2:39,D,0,23627,away
37,2010,SEA,2010-05-16,5,16,Sunday,2:40,D,0,23005,away
38,2010,SEA,2010-05-17,5,17,Monday,2:22,N,0,10051,away
39,2010,SEA,2010-05-18,5,18,Tuesday,3:38,N,0,10512,away
40,2010,SEA,2010-05-19,5,19,Wednesday,2:36,N,0,19208,home
41,2010,SEA,2010-05-20,5,20,Thursday,2:35,D,0,20452,home
42,2010,SEA,2010-05-21,5,21,Friday,3:13,N,0,24139,home
43,2010,SEA,2010-05-22,5,22,Saturday,2:29,N,0,28670,home
44,2010,SEA,2010-05-23,5,23,Sunday,2:49,D,0,33315,home
45,2010,SEA,2010-05-25,5,25,Tuesday,2:17,N,0,20920,home
46,2010,SEA,2010-05-26,5,26,Wednesday,2:45,D,0,22422,home
47,2010,SEA,2010-05-28,5,28,Friday,2:33,N,0,41770,away
48,2010,SEA,2010-05-29,5,29,Saturday,2:55,D,0,39382,away
49,2010,SEA,2010-05-30,5,30,Sunday,3:38,D,0,40017,away
50,2010,SEA,2010-05-31,5,31,Monday,2:22,N,0,19795,home
51,2010,SEA,2010-06-01,6,1,Tuesday,2:45,N,0,18740,home
52,2010,SEA,2010-06-02,6,2,Wednesday,2:47,N,0,20414,home
53,2010,SEA,2010-06-03,6,3,Thursday,2:21,N,0,21291,home
54,2010,SEA,2010-06-04,6,4,Friday,2:45,N,0,29230,home
55,2010,SEA,2010-06-05,6,5,Saturday,3:15,D,0,31548,home
56,2010,SEA,2010-06-06,6,6,Sunday,3:25,D,0,33076,home
57,2010,SEA,2010-06-07,6,7,Monday,2:40,N,0,20152,away
58,2010,SEA,2010-06-08,6,8,Tuesday,2:40,N,0,18774,away
59,2010,SEA,2010-06-09,6,9,Wednesday,2:50,N,0,26432,away
60,2010,SEA,2010-06-10,6,10,Thursday,2:29,N,0,19674,away
61,2010,SEA,2010-06-11,6,11,Friday,2:52,N,0,20049,away
62,2010,SEA,2010-06-12,6,12,Saturday,2:30,N,0,30019,away
63,2010,SEA,2010-06-13,6,13,Sunday,2:31,D,0,23429,away
64,2010,SEA,2010-06-14,6,14,Monday,2:42,N,0,36113,away
65,2010,SEA,2010-06-15,6,15,Tuesday,2:47,N,0,40269,away
66,2010,SEA,2010-06-16,6,16,Wednesday,2:47,N,0,40020,away
67,2010,SEA,2010-06-18,6,18,Friday,2:16,N,0,43362,home
68,2010,SEA,2010-06-19,6,19,Saturday,2:20,N,0,26468,home
69,2010,SEA,2010-06-20,6,20,Sunday,2:36,D,0,32712,home
70,2010,SEA,2010-06-22,6,22,Tuesday,2:13,N,0,27975,home
71,2010,SEA,2010-06-23,6,23,Wednesday,2:28,N,0,31394,home
72,2010,SEA,2010-06-24,6,24,Thursday,4:02,D,0,41329,home
73,2010,SEA,2010-06-25,6,25,Friday,2:53,N,0,30087,away
74,2010,SEA,2010-06-26,6,26,Saturday,2:55,D,0,41655,away
75,2010,SEA,2010-06-27,6,27,Sunday,2:30,D,0,41995,away
76,2010,SEA,2010-06-29,6,29,Tuesday,2:30,N,0,45780,away
77,2010,SEA,2010-06-30,6,30,Wednesday,2:46,N,0,46309,away
78,2010,SEA,2010-07-01,7,1,Thursday,2:33,D,0,45591,away
79,2010,SEA,2010-07-02,7,2,Friday,2:32,N,0,32512,away
80,2010,SEA,2010-07-03,7,3,Saturday,2:41,N,0,32430,away
81,2010,SEA,2010-07-04,7,4,Sunday,2:49,D,0,24899,away
82,2010,SEA,2010-07-05,7,5,Monday,3:23,N,0,22617,home
83,2010,SEA,2010-07-06,7,6,Tuesday,2:29,N,0,17555,home
84,2010,SEA,2010-07-07,7,7,Wednesday,2:55,N,0,16954,home
85,2010,SEA,2010-07-08,7,8,Thursday,2:48,N,0,37432,home
86,2010,SEA,2010-07-09,7,9,Friday,2:55,N,0,39645,home
87,2010,SEA,2010-07-10,7,10,Saturday,2:45,N,0,42558,home
88,2010,SEA,2010-07-11,7,11,Sunday,2:38,D,0,42069,home
89,2010,SEA,2010-07-15,7,15,Thursday,2:42,N,0,41959,away
90,2010,SEA,2010-07-16,7,16,Friday,2:22,N,0,41449,away
91,2010,SEA,2010-07-17,7,17,Saturday,2:36,N,0,42977,away
92,2010,SEA,2010-07-18,7,18,Sunday,2:59,D,0,38883,away
93,2010,SEA,2010-07-19,7,19,Monday,2:45,N,0,21749,home
94,2010,SEA,2010-07-20,7,20,Tuesday,2:11,N,0,21366,home
95,2010,SEA,2010-07-21,7,21,Wednesday,2:49,N,0,21529,home
96,2010,SEA,2010-07-22,7,22,Thursday,3:57,N,0,28074,home
97,2010,SEA,2010-07-23,7,23,Friday,2:37,N,0,34932,home
98,2010,SEA,2010-07-24,7,24,Saturday,2:35,N,0,43694,home
99,2010,SEA,2010-07-25,7,25,Sunday,3:01,D,0,40001,home
100,2010,SEA,2010-07-26,7,26,Monday,2:24,N,0,38815,away
101,2010,SEA,2010-07-27,7,27,Tuesday,2:04,N,0,26080,away
102,2010,SEA,2010-07-28,7,28,Wednesday,2:57,N,0,25126,away
103,2010,SEA,2010-07-29,7,29,Thursday,2:43,N,0,28483,away
104,2010,SEA,2010-07-30,7,30,Friday,2:58,N,0,40596,away
105,2010,SEA,2010-07-31,7,31,Saturday,2:07,N,0,40799,away
106,2010,SEA,2010-08-01,8,1,Sunday,2:14,D,0,40374,away
107,2010,SEA,2010-08-03,8,3,Tuesday,2:33,N,0,23466,home
108,2010,SEA,2010-08-04,8,4,Wednesday,3:19,N,0,20174,home
109,2010,SEA,2010-08-05,8,5,Thursday,3:04,N,0,22624,home
110,2010,SEA,2010-08-06,8,6,Friday,2:19,N,0,20411,home
111,2010,SEA,2010-08-07,8,7,Saturday,2:35,N,0,24520,home
112,2010,SEA,2010-08-08,8,8,Sunday,2:31,D,0,24078,home
113,2010,SEA,2010-08-09,8,9,Monday,2:16,N,0,19943,home
114,2010,SEA,2010-08-10,8,10,Tuesday,2:21,N,0,21377,home
115,2010,SEA,2010-08-11,8,11,Wednesday,2:17,D,0,31560,home
116,2010,SEA,2010-08-13,8,13,Friday,2:31,N,0,26424,away
117,2010,SEA,2010-08-14,8,14,Saturday,2:48,N,0,25980,away
118,2010,SEA,2010-08-15,8,15,Sunday,2:48,D,0,14888,away
119,2010,SEA,2010-08-16,8,16,Monday,3:47,N,0,12375,away
120,2010,SEA,2010-08-17,8,17,Tuesday,2:41,N,0,14739,away
121,2010,SEA,2010-08-18,8,18,Wednesday,2:41,N,0,11213,away
122,2010,SEA,2010-08-20,8,20,Friday,2:42,N,0,46493,away
123,2010,SEA,2010-08-21,8,21,Saturday,2:54,D,0,48158,away
124,2010,SEA,2010-08-22,8,22,Sunday,2:41,D,0,46778,away
125,2010,SEA,2010-08-23,8,23,Monday,2:21,N,0,37133,away
126,2010,SEA,2010-08-25,8,25,Wednesday,2:44,D,0,37183,away
127,2010,SEA,2010-08-25,8,25,Wednesday,2:41,N,0,37451,away
128,2010,SEA,2010-08-27,8,27,Friday,2:56,N,0,37798,home
129,2010,SEA,2010-08-28,8,28,Saturday,2:13,D,0,29892,home
130,2010,SEA,2010-08-29,8,29,Sunday,2:06,D,0,28923,home
131,2010,SEA,2010-08-30,8,30,Monday,2:46,N,0,20545,home
132,2010,SEA,2010-08-31,8,31,Tuesday,2:34,N,0,18737,home
133,2010,SEA,2010-09-01,9,1,Wednesday,2:39,N,0,17515,home
134,2010,SEA,2010-09-02,9,2,Thursday,2:37,N,0,17269,home
135,2010,SEA,2010-09-03,9,3,Friday,2:09,N,0,17271,home
136,2010,SEA,2010-09-04,9,4,Saturday,2:38,N,0,25108,home
137,2010,SEA,2010-09-05,9,5,Sunday,2:26,D,0,22621,home
138,2010,SEA,2010-09-06,9,6,Monday,2:19,D,0,11581,away
139,2010,SEA,2010-09-07,9,7,Tuesday,3:00,N,0,10067,away
140,2010,SEA,2010-09-08,9,8,Wednesday,2:23,N,0,15180,away
141,2010,SEA,2010-09-10,9,10,Friday,3:55,N,0,42203,away
142,2010,SEA,2010-09-11,9,11,Saturday,2:44,N,0,39123,away
143,2010,SEA,2010-09-12,9,12,Sunday,2:27,D,0,42357,away
144,2010,SEA,2010-09-13,9,13,Monday,2:23,N,0,19063,home
145,2010,SEA,2010-09-14,9,14,Tuesday,3:18,N,0,18381,home
146,2010,SEA,2010-09-15,9,15,Wednesday,2:45,D,0,21936,home
147,2010,SEA,2010-09-17,9,17,Friday,2:20,N,0,19302,home
148,2010,SEA,2010-09-18,9,18,Saturday,2:20,N,0,20843,home
149,2010,SEA,2010-09-19,9,19,Sunday,2:37,D,0,20764,home
150,2010,SEA,2010-09-21,9,21,Tuesday,2:12,N,0,12158,away
151,2010,SEA,2010-09-22,9,22,Wednesday,2:33,N,0,12302,away
152,2010,SEA,2010-09-23,9,23,Thursday,2:21,D,0,12590,away
153,2010,SEA,2010-09-24,9,24,Friday,2:52,N,0,17840,away
154,2010,SEA,2010-09-25,9,25,Saturday,2:25,N,0,26427,away
155,2010,SEA,2010-09-26,9,26,Sunday,2:43,D,0,22301,away
156,2010,SEA,2010-09-27,9,27,Monday,2:49,N,0,29381,away
157,2010,SEA,2010-09-28,9,28,Tuesday,2:39,N,0,26043,away
158,2010,SEA,2010-09-29,9,29,Wednesday,3:04,D,0,23052,away
159,2010,SEA,2010-09-30,9,30,Thursday,2:39,N,0,16940,home
160,2010,SEA,2010-01-01,10,1,Friday,2:22,N,0,19656,home
161,2010,SEA,2010-01-02,10,2,Saturday,2:29,N,0,17717,home
162,2010,SEA,2010-01-03,10,3,Sunday,2:53,D,0,23263,home
1,2011,SEA,2011-04-01,4,1,Friday,2:50,N,0,36067,away
2,2011,SEA,2011-04-02,4,2,Saturday,2:58,N,0,15088,away
3,2011,SEA,2011-04-03,4,3,Sunday,2:44,D,0,22292,away
4,2011,SEA,2011-04-04,4,4,Monday,2:48,N,0,37618,away
5,2011,SEA,2011-04-05,4,5,Tuesday,2:36,N,0,30953,away
6,2011,SEA,2011-04-06,4,6,Wednesday,2:36,D,0,25049,away
7,2011,SEA,2011-04-08,4,8,Friday,3:04,N,0,45727,home
8,2011,SEA,2011-04-09,4,9,Saturday,2:44,N,0,30309,home
9,2011,SEA,2011-04-10,4,10,Sunday,2:48,D,0,21128,home
10,2011,SEA,2011-04-11,4,11,Monday,3:46,N,0,13056,home
11,2011,SEA,2011-04-12,4,12,Tuesday,2:19,N,0,15500,home
12,2011,SEA,2011-04-13,4,13,Wednesday,3:23,D,0,12407,home
13,2011,SEA,2011-04-14,4,14,Thursday,1:53,N,0,8811,away
14,2011,SEA,2011-04-15,4,15,Friday,2:55,N,0,13686,away
15,2011,SEA,2011-04-16,4,16,Saturday,2:46,D,0,22364,away
16,2011,SEA,2011-04-17,4,17,Sunday,2:46,D,0,19424,away
17,2011,SEA,2011-04-18,4,18,Monday,3:34,N,0,12774,home
18,2011,SEA,2011-04-19,4,19,Tuesday,3:23,N,0,12411,home
19,2011,SEA,2011-04-20,4,20,Wednesday,2:32,D,0,13339,home
20,2011,SEA,2011-04-21,4,21,Thursday,2:17,N,0,12770,home
21,2011,SEA,2011-04-22,4,22,Friday,3:04,N,0,17798,home
22,2011,SEA,2011-04-23,4,23,Saturday,3:06,N,0,25355,home
23,2011,SEA,2011-04-24,4,24,Sunday,3:05,D,0,16530,home
24,2011,SEA,2011-04-26,4,26,Tuesday,2:42,N,0,18027,away
25,2011,SEA,2011-04-27,4,27,Wednesday,3:01,N,0,18153,away
26,2011,SEA,2011-04-28,4,28,Thursday,3:09,D,0,21176,away
27,2011,SEA,2011-04-29,4,29,Friday,3:07,N,0,37845,away
28,2011,SEA,2011-04-30,4,30,Saturday,3:05,N,0,37901,away
29,2011,SEA,2011-05-01,5,1,Sunday,2:39,D,0,37079,away
30,2011,SEA,2011-05-03,5,3,Tuesday,2:49,N,0,12759,home
31,2011,SEA,2011-05-04,5,4,Wednesday,2:32,N,0,13896,home
32,2011,SEA,2011-05-05,5,5,Thursday,2:26,N,0,14205,home
33,2011,SEA,2011-05-06,5,6,Friday,2:27,N,0,31912,home
34,2011,SEA,2011-05-07,5,7,Saturday,2:38,N,0,26288,home
35,2011,SEA,2011-05-08,5,8,Sunday,3:09,D,0,26074,home
36,2011,SEA,2011-05-10,5,10,Tuesday,4:08,N,0,11485,away
37,2011,SEA,2011-05-11,5,11,Wednesday,2:44,N,0,11561,away
38,2011,SEA,2011-05-12,5,12,Thursday,2:52,N,0,19082,away
39,2011,SEA,2011-05-13,5,13,Friday,2:24,N,0,33774,away
40,2011,SEA,2011-05-16,5,16,Monday,2:31,N,0,14859,home
41,2011,SEA,2011-05-17,5,17,Tuesday,2:24,N,0,16015,home
42,2011,SEA,2011-05-18,5,18,Wednesday,2:50,N,0,16992,home
43,2011,SEA,2011-05-19,5,19,Thursday,2:11,D,0,18374,home
44,2011,SEA,2011-05-20,5,20,Friday,2:32,N,0,26501,away
45,2011,SEA,2011-05-21,5,21,Saturday,2:46,N,0,34648,away
46,2011,SEA,2011-05-22,5,22,Sunday,2:43,D,0,34705,away
47,2011,SEA,2011-05-23,5,23,Monday,3:40,N,0,37498,away
48,2011,SEA,2011-05-24,5,24,Tuesday,2:20,N,0,37691,away
49,2011,SEA,2011-05-25,5,25,Wednesday,2:30,D,0,38860,away
50,2011,SEA,2011-05-27,5,27,Friday,3:04,N,0,33715,home
51,2011,SEA,2011-05-28,5,28,Saturday,4:18,N,0,37354,home
52,2011,SEA,2011-05-29,5,29,Sunday,2:55,D,0,37290,home
53,2011,SEA,2011-05-30,5,30,Monday,2:46,D,0,22819,home
54,2011,SEA,2011-05-31,5,31,Tuesday,2:22,N,0,11692,home
55,2011,SEA,2011-06-01,6,1,Wednesday,2:33,D,0,18036,home
56,2011,SEA,2011-06-02,6,2,Thursday,2:48,N,0,16376,home
57,2011,SEA,2011-06-03,6,3,Friday,2:21,N,0,24492,home
58,2011,SEA,2011-06-04,6,4,Saturday,2:36,D,0,28843,home
59,2011,SEA,2011-06-05,6,5,Sunday,2:55,D,0,28947,home
60,2011,SEA,2011-06-06,6,6,Monday,2:23,N,0,23847,away
61,2011,SEA,2011-06-07,6,7,Tuesday,2:25,N,0,21337,away
62,2011,SEA,2011-06-08,6,8,Wednesday,3:06,N,0,21517,away
63,2011,SEA,2011-06-09,6,9,Thursday,2:17,N,0,22090,away
64,2011,SEA,2011-06-10,6,10,Friday,2:53,N,0,30511,away
65,2011,SEA,2011-06-11,6,11,Saturday,2:23,N,0,38398,away
66,2011,SEA,2011-06-12,6,12,Sunday,2:53,D,0,31572,away
67,2011,SEA,2011-06-13,6,13,Monday,2:46,N,0,20238,home
68,2011,SEA,2011-06-14,6,14,Tuesday,2:22,N,0,17634,home
69,2011,SEA,2011-06-15,6,15,Wednesday,2:47,N,0,19321,home
70,2011,SEA,2011-06-17,6,17,Friday,2:26,N,0,34345,home
71,2011,SEA,2011-06-18,6,18,Saturday,3:09,N,0,35829,home
72,2011,SEA,2011-06-19,6,19,Sunday,2:20,D,0,45462,home
73,2011,SEA,2011-06-21,6,21,Tuesday,2:57,N,0,21502,away
74,2011,SEA,2011-06-22,6,22,Wednesday,2:41,N,0,21367,away
75,2011,SEA,2011-06-23,6,23,Thursday,2:35,D,0,21161,away
76,2011,SEA,2011-06-24,6,24,Friday,2:39,N,0,15279,home
77,2011,SEA,2011-06-25,6,25,Saturday,2:08,N,0,16896,home
78,2011,SEA,2011-06-26,6,26,Sunday,3:10,N,0,10925,home
79,2011,SEA,2011-06-27,6,27,Monday,2:38,N,0,26467,home
80,2011,SEA,2011-06-28,6,28,Tuesday,3:04,N,0,21769,home
81,2011,SEA,2011-06-29,6,29,Wednesday,2:35,D,0,30472,home
82,2011,SEA,2011-07-01,7,1,Friday,2:25,N,0,23616,home
83,2011,SEA,2011-07-02,7,2,Saturday,2:09,N,0,22798,home
84,2011,SEA,2011-07-03,7,3,Sunday,2:20,D,0,28001,home
85,2011,SEA,2011-07-04,7,4,Monday,2:29,D,0,15566,away
86,2011,SEA,2011-07-05,7,5,Tuesday,2:48,N,0,11153,away
87,2011,SEA,2011-07-06,7,6,Wednesday,2:12,D,0,19491,away
88,2011,SEA,2011-07-07,7,7,Thursday,2:27,N,0,41223,away
89,2011,SEA,2011-07-08,7,8,Friday,2:37,N,0,40161,away
90,2011,SEA,2011-07-09,7,9,Saturday,2:44,N,0,44111,away
91,2011,SEA,2011-07-10,7,10,Sunday,2:34,D,0,39505,away
92,2011,SEA,2011-07-14,7,14,Thursday,2:21,N,0,25997,home
93,2011,SEA,2011-07-15,7,15,Friday,2:17,N,0,30551,home
94,2011,SEA,2011-07-16,7,16,Saturday,2:55,N,0,30896,home
95,2011,SEA,2011-07-17,7,17,Sunday,2:31,D,0,30335,home
96,2011,SEA,2011-07-19,7,19,Tuesday,4:21,N,0,15957,away
97,2011,SEA,2011-07-20,7,20,Wednesday,2:42,N,0,18093,away
98,2011,SEA,2011-07-21,7,21,Thursday,2:37,D,0,23146,away
99,2011,SEA,2011-07-22,7,22,Friday,2:53,N,0,38048,away
100,2011,SEA,2011-07-23,7,23,Saturday,3:15,N,0,38115,away
101,2011,SEA,2011-07-24,7,24,Sunday,3:01,D,0,37650,away
102,2011,SEA,2011-07-25,7,25,Monday,2:36,N,0,44365,away
103,2011,SEA,2011-07-26,7,26,Tuesday,2:27,N,0,46132,away
104,2011,SEA,2011-07-27,7,27,Wednesday,3:02,D,0,47090,away
105,2011,SEA,2011-07-29,7,29,Friday,2:59,N,0,26570,home
106,2011,SEA,2011-07-30,7,30,Saturday,2:24,D,0,24985,home
107,2011,SEA,2011-07-31,7,31,Sunday,3:03,D,0,20382,home
108,2011,SEA,2011-08-01,8,1,Monday,3:04,N,0,23335,home
109,2011,SEA,2011-08-02,8,2,Tuesday,2:52,N,0,22576,home
110,2011,SEA,2011-08-03,8,3,Wednesday,2:58,D,0,29691,home
111,2011,SEA,2011-08-05,8,5,Friday,3:03,N,0,38727,away
112,2011,SEA,2011-08-06,8,6,Saturday,2:33,N,0,42017,away
113,2011,SEA,2011-08-07,8,7,Sunday,2:07,D,0,38823,away
114,2011,SEA,2011-08-08,8,8,Monday,2:42,N,0,27771,away
115,2011,SEA,2011-08-09,8,9,Tuesday,3:12,N,0,25214,away
116,2011,SEA,2011-08-10,8,10,Wednesday,3:09,N,0,30087,away
117,2011,SEA,2011-08-12,8,12,Friday,3:08,N,0,40682,home
118,2011,SEA,2011-08-13,8,13,Saturday,3:03,N,0,41326,home
119,2011,SEA,2011-08-14,8,14,Sunday,2:14,D,0,43777,home
120,2011,SEA,2011-08-15,8,15,Monday,2:43,N,0,28530,home
121,2011,SEA,2011-08-16,8,16,Tuesday,3:18,N,0,23089,home
122,2011,SEA,2011-08-17,8,17,Wednesday,2:45,N,0,26579,home
123,2011,SEA,2011-08-19,8,19,Friday,2:31,N,0,14884,away
124,2011,SEA,2011-08-20,8,20,Saturday,3:07,N,0,20148,away
125,2011,SEA,2011-08-21,8,21,Sunday,3:02,D,0,17226,away
126,2011,SEA,2011-08-22,8,22,Monday,3:02,N,0,21582,away
127,2011,SEA,2011-08-23,8,23,Tuesday,2:50,D,0,22805,away
128,2011,SEA,2011-08-23,8,23,Tuesday,3:15,N,0,22590,away
129,2011,SEA,2011-08-24,8,24,Wednesday,3:17,D,0,16037,away
130,2011,SEA,2011-08-26,8,26,Friday,3:06,N,0,28621,home
131,2011,SEA,2011-08-27,8,27,Saturday,2:09,N,0,30522,home
132,2011,SEA,2011-08-28,8,28,Sunday,2:45,D,0,25630,home
133,2011,SEA,2011-08-29,8,29,Monday,2:40,N,0,16990,home
134,2011,SEA,2011-08-30,8,30,Tuesday,2:54,N,0,15536,home
135,2011,SEA,2011-08-31,8,31,Wednesday,2:15,N,0,18520,home
136,2011,SEA,2011-09-01,9,1,Thursday,2:42,N,0,19453,home
137,2011,SEA,2011-09-02,9,2,Friday,2:53,N,0,14972,away
138,2011,SEA,2011-09-03,9,3,Saturday,2:23,D,0,19732,away
139,2011,SEA,2011-09-04,9,4,Sunday,3:04,D,0,19384,away
140,2011,SEA,2011-09-05,9,5,Monday,2:23,N,0,35497,away
141,2011,SEA,2011-09-06,9,6,Tuesday,2:48,N,0,36533,away
142,2011,SEA,2011-09-07,9,7,Wednesday,2:02,N,0,37459,away
143,2011,SEA,2011-09-08,9,8,Thursday,2:33,N,0,14377,home
144,2011,SEA,2011-09-09,9,9,Friday,2:59,N,0,14805,home
145,2011,SEA,2011-09-10,9,10,Saturday,2:04,N,0,17884,home
146,2011,SEA,2011-09-11,9,11,Sunday,2:34,D,0,20951,home
147,2011,SEA,2011-09-12,9,12,Monday,2:49,N,0,22029,home
148,2011,SEA,2011-09-13,9,13,Tuesday,2:49,N,0,18306,home
149,2011,SEA,2011-09-14,9,14,Wednesday,3:21,N,0,20327,home
150,2011,SEA,2011-09-16,9,16,Friday,2:37,N,0,17607,home
151,2011,SEA,2011-09-17,9,17,Saturday,2:55,D,0,22159,home
152,2011,SEA,2011-09-18,9,18,Sunday,2:38,D,0,21479,home
153,2011,SEA,2011-09-19,9,19,Monday,2:27,D,0,15354,away
154,2011,SEA,2011-09-20,9,20,Tuesday,2:59,N,0,35995,away
155,2011,SEA,2011-09-21,9,21,Wednesday,2:48,N,0,36263,away
156,2011,SEA,2011-09-22,9,22,Thursday,3:00,D,0,37466,away
157,2011,SEA,2011-09-23,9,23,Friday,2:39,N,0,43874,away
158,2011,SEA,2011-09-24,9,24,Saturday,2:38,D,0,40242,away
159,2011,SEA,2011-09-25,9,25,Sunday,3:13,D,0,43508,away
160,2011,SEA,2011-09-26,9,26,Monday,2:13,N,0,17057,home
161,2011,SEA,2011-09-27,9,27,Tuesday,2:29,N,0,18600,home
162,2011,SEA,2011-09-28,9,28,Wednesday,2:22,N,0,20173,home
1,2012,SEA,2012-03-28,3,28,Wednesday,3:04,N,0,44227,away
2,2012,SEA,2012-03-29,3,29,Thursday,2:23,N,0,43391,away
3,2012,SEA,2012-04-06,4,6,Friday,3:06,N,0,35067,away
4,2012,SEA,2012-04-07,4,7,Saturday,2:58,N,0,16612,away
5,2012,SEA,2012-04-09,4,9,Monday,3:12,N,0,42003,away
6,2012,SEA,2012-04-10,4,10,Tuesday,2:23,N,0,25753,away
7,2012,SEA,2012-04-11,4,11,Wednesday,3:20,N,0,32342,away
8,2012,SEA,2012-04-12,4,12,Thursday,2:33,D,0,31513,away
9,2012,SEA,2012-04-13,4,13,Friday,3:02,N,0,46026,home
10,2012,SEA,2012-04-14,4,14,Saturday,2:29,N,0,21071,home
11,2012,SEA,2012-04-15,4,15,Sunday,2:36,D,0,19650,home
12,2012,SEA,2012-04-17,4,17,Tuesday,3:33,N,0,12461,home
13,2012,SEA,2012-04-18,4,18,Wednesday,2:47,N,0,11343,home
14,2012,SEA,2012-04-19,4,19,Thursday,2:29,N,0,12942,home
15,2012,SEA,2012-04-20,4,20,Friday,2:45,N,0,19947,home
16,2012,SEA,2012-04-21,4,21,Saturday,2:17,D,0,22472,home
17,2012,SEA,2012-04-22,4,22,Sunday,2:56,D,0,19975,home
18,2012,SEA,2012-04-24,4,24,Tuesday,3:01,N,0,30073,away
19,2012,SEA,2012-04-25,4,25,Wednesday,2:59,N,0,28527,away
20,2012,SEA,2012-04-26,4,26,Thursday,2:45,D,0,31451,away
21,2012,SEA,2012-04-27,4,27,Friday,3:35,N,0,24303,away
22,2012,SEA,2012-04-28,4,28,Saturday,2:45,D,0,30765,away
23,2012,SEA,2012-04-29,4,29,Sunday,2:36,D,0,22320,away
24,2012,SEA,2012-04-30,4,30,Monday,3:41,N,0,9458,away
25,2012,SEA,2012-05-01,5,1,Tuesday,2:37,N,0,9972,away
26,2012,SEA,2012-05-02,5,2,Wednesday,3:10,N,0,9837,away
27,2012,SEA,2012-05-03,5,3,Thursday,2:57,D,0,11575,away
28,2012,SEA,2012-05-04,5,4,Friday,2:42,N,0,22492,home
29,2012,SEA,2012-05-05,5,5,Saturday,2:33,N,0,28437,home
30,2012,SEA,2012-05-06,5,6,Sunday,2:30,D,0,23913,home
31,2012,SEA,2012-05-07,5,7,Monday,2:31,N,0,14462,home
32,2012,SEA,2012-05-08,5,8,Tuesday,3:07,N,0,13455,home
33,2012,SEA,2012-05-09,5,9,Wednesday,2:06,N,0,15655,home
34,2012,SEA,2012-05-11,5,11,Friday,2:52,N,0,37226,away
35,2012,SEA,2012-05-12,5,12,Saturday,2:36,D,0,43954,away
36,2012,SEA,2012-05-13,5,13,Sunday,3:00,D,0,41631,away
37,2012,SEA,2012-05-14,5,14,Monday,2:25,N,0,37334,away
38,2012,SEA,2012-05-15,5,15,Tuesday,2:53,D,0,37292,away
39,2012,SEA,2012-05-16,5,16,Wednesday,3:00,N,0,12092,away
40,2012,SEA,2012-05-17,5,17,Thursday,4:07,D,0,12894,away
41,2012,SEA,2012-05-18,5,18,Friday,2:32,N,0,34887,away
42,2012,SEA,2012-05-19,5,19,Saturday,2:42,D,0,30784,away
43,2012,SEA,2012-05-20,5,20,Sunday,2:59,D,0,36662,away
44,2012,SEA,2012-05-21,5,21,Monday,2:49,N,0,18672,home
45,2012,SEA,2012-05-22,5,22,Tuesday,2:28,N,0,15604,home
46,2012,SEA,2012-05-23,5,23,Wednesday,2:56,D,0,23097,home
47,2012,SEA,2012-05-24,5,24,Thursday,2:19,N,0,18048,home
48,2012,SEA,2012-05-25,5,25,Friday,2:52,N,0,23517,home
49,2012,SEA,2012-05-26,5,26,Saturday,3:07,D,0,29483,home
50,2012,SEA,2012-05-27,5,27,Sunday,2:30,D,0,24467,home
51,2012,SEA,2012-05-28,5,28,Monday,2:33,N,0,41384,away
52,2012,SEA,2012-05-29,5,29,Tuesday,3:21,N,0,34531,away
53,2012,SEA,2012-05-30,5,30,Wednesday,3:18,N,0,43580,away
54,2012,SEA,2012-06-01,6,1,Friday,2:48,N,0,19168,away
55,2012,SEA,2012-06-02,6,2,Saturday,4:16,D,0,26200,away
56,2012,SEA,2012-06-03,6,3,Sunday,2:45,D,0,23062,away
